frame,pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y,pt6_cam1_X,pt6_cam1_Y,pt7_cam1_X,pt7_cam1_Y,leftx,lefty,rightx,righty,eyex,eyey,tailx,taily,wristx,wristy,,body vector x,body vector y,wing vec down x,wing vec down y,wing vec up x,wing vec  up y,downangle,upangle,time
0,1073.059382,499.006739,1075.566965,502.889434,1070.136455,499.797452,1085.822685,487.620903,1109.131499,501.296441,NaN,NaN,NaN,NaN,128.803742,635.567244,1801.871425,596.297988,1072.920934,500.5645417,1109.131499,501.296441,1085.822685,487.620903,,-36.210565,-0.731899333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0
1,1070.429599,499.006739,1073.213657,502.645469,1067.664787,499.55901,1084.181255,487.258756,1106.58374,501.004442,NaN,NaN,NaN,NaN,0,0,0,0,1070.436014,500.4037393,1106.58374,501.004442,1084.181255,487.258756,,-36.14772567,-0.600702667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.008333333
2,1068.089537,498.921511,1070.718583,502.293075,1065.232124,499.168424,1082.255732,487.138041,1103.571873,500.968486,NaN,NaN,NaN,NaN,0,0,0,0,1068.013415,500.12767,1103.571873,500.968486,1082.255732,487.138041,,-35.55845833,-0.840816,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.016666667
3,1065.459753,499.091967,1068.110096,502.265968,1062.558052,498.618051,1079.06757,487.138041,1101.703754,500.896575,NaN,NaN,NaN,NaN,0,0,0,0,1065.375967,499.9919953,1101.703754,500.896575,1079.06757,487.138041,,-36.327787,-0.904579667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.025
4,1062.985973,498.751055,1065.756788,501.832252,1059.95826,498.227465,1076.826387,487.379472,1092.359071,506.002049,NaN,NaN,NaN,NaN,0,0,0,0,1062.90034,499.6035907,1092.359071,506.002049,1076.826387,487.379472,,-29.45873067,-6.398458333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.033333333
5,1060.400762,498.474064,1063.148301,501.696716,1057.265618,497.996663,1074.111715,487.922692,1090.166549,505.952223,NaN,NaN,NaN,NaN,0,0,0,0,1060.27156,499.3891477,1090.166549,505.952223,1074.111715,487.922692,,-29.89498867,-6.563075333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.041666667
6,1057.949269,498.367529,1060.76664,501.37143,1054.740105,497.925647,1071.744268,487.922692,1088.449513,505.852572,NaN,NaN,NaN,NaN,0,0,0,0,1057.818671,499.2215353,1088.449513,505.852572,1071.744268,487.922692,,-30.63084167,-6.631036667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.05
7,1055.720638,497.920082,1058.413331,500.8835,1052.641701,497.535061,1069.250557,488.194302,1086.494735,505.777833,NaN,NaN,NaN,NaN,0,0,0,0,1055.59189,498.7795477,1086.494735,505.777833,1069.250557,488.194302,,-30.902845,-6.998285333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.058333333
8,1054.160597,497.707012,1055.464607,500.747964,1049.39196,497.002442,1066.756847,488.315017,1084.804115,505.603443,NaN,NaN,NaN,NaN,0,0,0,0,1053.005721,498.485806,1084.804115,505.603443,1066.756847,488.315017,,-31.79839367,-7.117637,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.066666667
9,1052.778846,497.344793,1052.856121,500.368462,1046.627407,496.367754,1064.420966,488.435733,1082.981416,505.254663,NaN,NaN,NaN,NaN,0,0,0,0,1050.754125,498.027003,1082.981416,505.254663,1064.420966,488.435733,,-32.22729133,-7.22766,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.075
10,1050.505643,496.876039,1050.729637,499.690782,1044.382507,495.657596,1062.085085,488.435733,1080.973805,505.204837,NaN,NaN,NaN,NaN,0,0,0,0,1048.539262,497.408139,1080.973805,505.204837,1062.085085,488.435733,,-32.43454267,-7.796698,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.083333333
11,1048.009577,496.322057,1048.404682,499.094423,1042.302673,495.452439,1059.433545,488.556448,1079.019027,504.905883,NaN,NaN,NaN,NaN,0,0,0,0,1046.238977,496.9563063,1079.019027,504.905883,1059.433545,488.556448,,-32.78004967,-7.949576667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.091666667
12,1045.599598,495.75465,1046.419964,498.281206,1039.991747,495.105251,1057.381757,488.828058,1076.773673,504.706581,NaN,NaN,NaN,NaN,0,0,0,0,1044.00377,496.380369,1076.773673,504.706581,1057.381757,488.828058,,-32.76990333,-8.326212,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.1
13,1043.103532,495.432677,1044.243184,497.599308,1038.258552,494.410874,1055.17214,488.978953,1073.368695,504.052388,NaN,NaN,NaN,NaN,0,0,0,0,1041.868423,495.8142863,1073.368695,504.052388,1055.17214,488.978953,,-31.50027233,-8.238101667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.108333333
14,1041.578158,495.110705,1042.453788,496.996926,1036.376797,493.74806,1052.899391,488.978953,1070.962168,503.909369,NaN,NaN,NaN,NaN,0,0,0,0,1040.136248,495.2852303,1070.962168,503.909369,1052.899391,488.978953,,-30.82592033,-8.624138667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.116666667
15,1039.300003,494.44782,1040.361958,495.912637,1033.636699,492.359307,1050.400269,488.62531,1068.61115,503.660241,NaN,NaN,NaN,NaN,0,0,0,0,1037.76622,494.2399213,1068.61115,503.660241,1050.400269,488.62531,,-30.84493,-9.420319667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.125
16,1037.061467,493.273568,1038.068506,495.189778,1031.903504,492.138369,1047.987227,488.544833,1066.593009,503.155526,NaN,NaN,NaN,NaN,0,0,0,0,1035.677826,493.533905,1066.593009,503.155526,1047.987227,488.544833,,-30.91518333,-9.621621,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.133333333
17,1034.803122,492.610684,1035.64904,494.129584,1029.658603,491.333524,1045.357423,488.954213,1064.304729,502.594987,1067.68652,485.230593,NaN,NaN,0,0,0,0,1033.370255,492.691264,1064.304729,502.594987,1045.357423,488.954213,,-30.934474,-9.903723,#VALUE!,#VALUE!,-22.329097,3.72362,#VALUE!,27.22012786,0.141666667
18,1032.624016,491.872041,1033.532008,493.382629,1027.485804,489.999343,1040.980277,489.097283,1061.748988,502.034448,NaN,NaN,NaN,NaN,0,0,0,0,1031.213943,491.7513377,1061.748988,502.034448,1040.980277,489.097283,,-30.53504533,-10.28311033,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.15
