frame,pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y,pt6_cam1_X,pt6_cam1_Y,pt7_cam1_X,pt7_cam1_Y,leftx,lefty,rightx,righty,eyex,eyey,tailx,taily,wristx,wristy,,body vector x,body vector y,wing vec down x,wing vec down y,wing vec up x,wing vec  up y,downangle,upangle,time
0,137.442863,475.993581,137.948478,475.973058,136.467201,475.591178,112.073084,453.782275,75.369393,476.128247,NaN,NaN,NaN,NaN,114.527708,634.758998,1747.950859,595.89945,137.2861807,475.8526057,75.369393,476.128247,112.073084,453.782275,,61.91678767,-0.275641333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0
1,140.812548,476.622093,142.018695,476.577961,139.670862,475.991434,114.787641,454.857313,77.135737,475.885547,NaN,NaN,NaN,NaN,0,0,0,0,140.834035,476.3971627,77.135737,475.885547,114.787641,454.857313,,63.698298,0.511615667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.008333333
2,144.134437,477.138371,145.032717,477.424827,143.452961,476.769709,116.938799,455.574004,79.238527,476.128247,NaN,NaN,NaN,NaN,0,0,0,0,144.206705,477.110969,79.238527,476.128247,116.938799,455.574004,,64.968178,0.982722,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.016666667
3,146.978356,477.632203,148.278586,478.392672,146.456394,477.370093,119.448484,456.444272,81.004871,476.047347,NaN,NaN,NaN,NaN,0,0,0,0,147.2377787,477.7983227,81.004871,476.047347,119.448484,456.444272,,66.23290767,1.750975667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.025
4,150.849909,478.507631,152.168477,478.828203,149.368506,477.716958,122.163042,457.365733,83.359996,475.804647,NaN,NaN,NaN,NaN,0,0,0,0,150.7956307,478.3509307,83.359996,475.804647,122.163042,457.365733,,67.43563467,2.546283667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.033333333
5,153.522432,478.526541,155.774998,478.634634,152.394186,478.013444,124.826381,458.236001,85.883344,475.319247,NaN,NaN,NaN,NaN,0,0,0,0,153.8972053,478.3915397,85.883344,475.319247,124.826381,458.236001,,68.01386133,3.072292667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.041666667
6,158.344614,479.105172,159.046667,479.346872,156.428426,478.250633,127.694592,459.618191,88.659028,474.995647,NaN,NaN,NaN,NaN,0,0,0,0,157.9399023,478.9008923,88.659028,474.995647,127.694592,459.618191,,69.28087433,3.905245333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.05
7,161.403619,479.244841,162.069276,479.475918,159.66175,478.754658,130.92133,460.94919,91.434711,474.591147,NaN,NaN,NaN,NaN,0,0,0,0,161.0448817,479.1584723,91.434711,474.591147,130.92133,460.94919,,69.61017067,4.567325333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.058333333
8,164.313922,479.484274,164.977392,479.561949,162.390795,479.051144,133.379797,462.024227,93.958059,474.591147,NaN,NaN,NaN,NaN,0,0,0,0,163.8940363,479.365789,93.958059,474.591147,133.379797,462.024227,,69.93597733,4.774642,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.066666667
9,166.799364,479.484274,167.771015,479.64798,164.941858,478.813955,136.784761,462.624699,96.565519,474.429347,NaN,NaN,NaN,NaN,0,0,0,0,166.504079,479.315403,96.565519,474.429347,136.784761,462.624699,,69.93856,4.886056,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.075
