frame,pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y,pt6_cam1_X,pt6_cam1_Y,pt7_cam1_X,pt7_cam1_Y,leftx,lefty,rightx,righty,eyex,eyey,tailx,taily,wristx,wristy,,body vector x,body vector y,wing vec down x,wing vec down y,wing vec up x,wing vec  up y,downangle,upangle,time
0,211.241822,438.837863,212.0076,438.471668,211.188423,439.469122,186.054672,425.561187,161.701914,456.770103,NaN,NaN,NaN,NaN,1.699956,643.280878,1788.149961,621.898757,211.4792817,438.9262177,161.701914,456.770103,186.054672,425.561187,,49.77736767,-17.84388533,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0
1,214.77378,438.482184,214.654418,438.471668,214.092852,439.132533,189.730991,423.57299,164.246053,455.882173,NaN,NaN,NaN,NaN,0,0,0,0,214.5070167,438.6954617,164.246053,455.882173,189.730991,423.57299,,50.26096367,-17.18671133,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.008333333
2,217.026925,438.245065,216.545003,439.260416,216.651515,438.728626,191.36491,425.561187,166.610945,455.611711,NaN,NaN,NaN,NaN,0,0,0,0,216.7411477,438.7447023,166.610945,455.611711,191.36491,425.561187,,50.13020267,-16.86700867,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.016666667
3,219.889029,438.304345,219.191822,439.050083,218.449495,438.728626,192.48823,425.561187,169.023723,454.967026,NaN,NaN,NaN,NaN,0,0,0,0,219.176782,438.6943513,169.023723,454.967026,192.48823,425.561187,,50.153059,-16.27267467,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.025
4,222.446654,438.482184,221.730607,438.944917,221.768842,438.324719,193.50943,425.561187,170.680483,454.142763,NaN,NaN,NaN,NaN,0,0,0,0,221.9820343,438.58394,170.680483,454.142763,193.50943,425.561187,,51.30155133,-15.558823,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.033333333
5,224.699799,438.245065,224.48546,438.208753,224.742424,437.718858,196.777269,426.058236,173.245789,453.782148,NaN,NaN,NaN,NaN,0,0,0,0,224.642561,438.0575587,173.245789,453.782148,196.777269,426.058236,,51.396772,-15.72458933,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.041666667
6,227.561903,437.889387,227.078262,438.156169,227.231934,437.718858,198.206949,426.555285,174.857571,453.271053,NaN,NaN,NaN,NaN,0,0,0,0,227.2906997,437.9214713,174.857571,453.271053,198.206949,426.555285,,52.43312867,-15.34958167,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.05
7,230.119527,437.592988,229.40098,437.84067,228.684149,438.055448,199.432388,427.151744,176.995326,453.202364,NaN,NaN,NaN,NaN,0,0,0,0,229.401552,437.829702,176.995326,453.202364,199.432388,427.151744,,52.406226,-15.372662,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.058333333
8,232.981631,437.000191,231.669682,437.84067,232.003496,436.911044,201.066308,426.555285,178.990564,452.584167,NaN,NaN,NaN,NaN,0,0,0,0,232.2182697,437.250635,178.990564,452.584167,201.066308,426.555285,,53.22770567,-15.333532,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.066666667
9,235.782839,436.348114,234.208467,437.630338,234.493006,436.911044,202.087508,427.648794,181.235206,452.44679,NaN,NaN,NaN,NaN,0,0,0,0,234.828104,436.9631653,181.235206,452.44679,202.087508,427.648794,,53.592898,-15.48362467,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.075
10,237.792401,435.755317,236.477169,436.736424,235.945221,437.314951,204.640507,427.151744,183.230444,451.862936,NaN,NaN,NaN,NaN,0,0,0,0,236.7382637,436.6022307,183.230444,451.862936,204.640507,427.151744,,53.50781967,-15.26070533,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.083333333
