frame,pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y,pt6_cam1_X,pt6_cam1_Y,pt7_cam1_X,pt7_cam1_Y,leftx,lefty,rightx,righty,eyex,eyey,tailx,taily,wristx,wristy,,body vector x,body vector y,wing vec down x,wing vec down y,wing vec up x,wing vec  up y,downangle,upangle,time
0,1518.289888,479.407894,1512.909627,480.057995,1515.736034,479.222749,1558.128892,430.857185,1636.843745,491.967698,NaN,NaN,NaN,NaN,63.345934,619.619082,1725.886462,606.929806,1515.645183,479.5628793,1636.843745,491.967698,1558.128892,430.857185,,-121.198562,-12.40481867,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0
1,1512.76493,480.702294,1508.508487,481.077618,1508.466181,480.660818,1555.408384,433.637632,1631.966911,491.057586,NaN,NaN,NaN,NaN,0,0,0,0,1509.913199,480.8135767,1631.966911,491.057586,1555.408384,433.637632,,-122.0537117,-10.24400933,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.008333333
2,1505.495249,481.511294,1503.750496,482.539079,1503.060392,481.939102,1550.490542,440.274831,1626.634297,490.147475,NaN,NaN,NaN,NaN,0,0,0,0,1504.102046,481.9964917,1626.634297,490.147475,1550.490542,440.274831,,-122.5322513,-8.150983333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.016666667
3,1499.291788,481.834894,1500.023404,483.59269,1498.67984,483.137494,1544.944891,444.759424,1620.663593,489.020671,NaN,NaN,NaN,NaN,0,0,0,0,1499.331677,482.855026,1620.663593,489.020671,1544.944891,444.759424,,-121.3319157,-6.165645,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.025
4,1494.348405,482.401194,1495.186114,483.796615,1492.248816,484.016314,1541.701208,445.925418,1615.741181,489.107348,NaN,NaN,NaN,NaN,0,0,0,0,1493.927778,483.4047077,1615.741181,489.107348,1541.701208,445.925418,,-121.8134027,-5.702640333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.033333333
5,1488.823448,483.291094,1487.744242,485.476127,1489.266312,484.815241,1536.155556,447.719255,1609.405854,488.41393,NaN,NaN,NaN,NaN,0,0,0,0,1488.611334,484.5274873,1609.405854,488.41393,1536.155556,447.719255,,-120.79452,-3.886442667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.041666667
6,1483.201561,485.798995,1481.981788,485.929293,1481.903256,485.214705,1529.458921,449.602785,1602.56917,486.897078,NaN,NaN,NaN,NaN,0,0,0,0,1482.362202,485.6476643,1602.56917,486.897078,1529.458921,449.602785,,-120.2069683,-1.249413667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.05
7,1477.095029,485.798995,1476.430799,486.201192,1474.074183,485.214705,1523.49473,450.051244,1596.780777,486.333675,NaN,NaN,NaN,NaN,0,0,0,0,1475.86667,485.7382973,1596.780777,486.333675,1523.49473,450.051244,,-120.9141067,-0.595377667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.058333333
8,1469.922277,485.798995,1470.562612,486.699675,1468.202379,485.214705,1517.530539,451.934773,1592.086254,486.377014,NaN,NaN,NaN,NaN,0,0,0,0,1469.562423,485.9044583,1592.086254,486.377014,1517.530539,451.934773,,-122.5238313,-0.472555667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.066666667
9,1464.30039,486.122595,1465.011623,486.427775,1462.838274,485.502552,1512.508062,454.17707,1586.753641,485.986966,NaN,NaN,NaN,NaN,0,0,0,0,1464.050096,486.0176407,1586.753641,485.986966,1512.508062,454.17707,,-122.7035453,0.030674667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.075
10,1459.163149,486.122595,1458.879103,486.744992,1455.183958,484.963276,1506.543871,456.688442,1581.610075,486.099676,NaN,NaN,NaN,NaN,0,0,0,0,1457.74207,485.943621,1581.610075,486.099676,1506.543871,456.688442,,-123.868005,-0.156055,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.083333333
