frame,pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y,pt6_cam1_X,pt6_cam1_Y,pt7_cam1_X,pt7_cam1_Y,leftx,lefty,rightx,righty,eyex,eyey,tailx,taily,wristx,wristy,,body vector x,body vector y,wing vec down x,wing vec down y,wing vec up x,wing vec  up y,downangle,upangle,time
0,219.897499,508.990095,220.486001,509.247745,220.636062,509.16611,179.382492,504.847682,145.620944,511.007037,NaN,NaN,NaN,NaN,105.628329,648.038514,1872.80598,602.976677,220.339854,509.13465,145.620944,511.007037,179.382492,504.847682,,74.71891,-1.872387,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0
1,223.049404,508.965473,223.848512,509.502141,224.219454,509.394569,182.544802,504.847682,149.077601,511.460968,NaN,NaN,NaN,NaN,0,0,0,0,223.70579,509.2873943,149.077601,511.460968,182.544802,504.847682,,74.628189,-2.173573667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.008333333
2,226.508813,509.285554,226.718342,509.463303,227.494898,509.16611,185.390881,505.134422,153.042589,511.561841,NaN,NaN,NaN,NaN,0,0,0,0,226.907351,509.304989,153.042589,511.561841,185.390881,505.134422,,73.864762,-2.256852,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.016666667
3,229.071337,508.965473,229.716672,509.463303,230.350414,508.683806,188.02614,505.134422,156.804245,512.066209,NaN,NaN,NaN,NaN,0,0,0,0,229.7128077,509.0375273,156.804245,512.066209,188.02614,505.134422,,72.90856267,-3.028681667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.025
4,232.325744,508.522284,232.543668,508.958401,233.373901,508.404578,191.39927,505.7079,160.565901,512.419266,NaN,NaN,NaN,NaN,0,0,0,0,232.747771,508.628421,160.565901,512.419266,191.39927,505.7079,,72.18187,-3.790845,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.033333333
5,236.169531,508.300689,236.270164,508.453498,236.705335,508.150734,193.612887,506.472538,163.361726,512.419266,NaN,NaN,NaN,NaN,0,0,0,0,236.3816767,508.3016403,163.361726,512.419266,193.612887,506.472538,,73.01995067,-4.117625667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.041666667
6,239.090809,508.128338,239.61116,507.948596,239.784813,507.795352,196.353556,506.472538,166.564217,512.570577,NaN,NaN,NaN,NaN,0,0,0,0,239.495594,507.9574287,166.564217,512.570577,196.353556,506.472538,,72.931377,-4.613148333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.05
7,242.724203,507.697147,242.737989,507.793242,242.598209,507.797069,198.356352,507.046016,169.410875,512.974071,NaN,NaN,NaN,NaN,0,0,0,0,242.6868003,507.762486,169.410875,512.974071,198.356352,507.046016,,73.27592533,-5.211585,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.058333333
8,246.311737,507.270372,246.592985,507.288339,246.416608,507.251595,199.726687,507.810654,173.020032,513.478438,NaN,NaN,NaN,NaN,0,0,0,0,246.4404433,507.270102,173.020032,513.478438,199.726687,507.810654,,73.42041133,-6.208336,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.066666667
9,248.908429,506.974913,249.205815,506.822276,249.048853,507.010913,202.783587,507.810654,176.476688,513.579312,NaN,NaN,NaN,NaN,0,0,0,0,249.0543657,506.936034,176.476688,513.579312,202.783587,507.810654,,72.57767767,-6.643278,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.075
10,252.495963,506.285507,252.204145,506.472728,252.720724,506.228698,205.735076,508.192973,179.882512,513.831496,178.674554,501.602736,NaN,NaN,0,0,0,0,252.4736107,506.3289777,179.882512,513.831496,205.735076,508.192973,,72.59109867,-7.502518333,#VALUE!,#VALUE!,27.060522,6.590237,#VALUE!,19.58794234,0.083333333
11,255.434325,505.399129,255.93064,505.385246,258.563126,504.47912,208.791976,509.05319,182.576671,513.680185,NaN,NaN,NaN,NaN,0,0,0,0,256.642697,505.0878317,182.576671,513.680185,208.791976,509.05319,,74.066026,-8.592353333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.091666667
12,258.543522,504.381435,258.985364,504.61655,259.447914,504.47912,212.586748,509.817828,186.185827,514.840231,NaN,NaN,NaN,NaN,0,0,0,0,258.9922667,504.4923683,186.185827,514.840231,212.586748,509.817828,,72.80643967,-10.34786267,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.1
13,262.131056,503.6592,262.373952,503.408236,262.692137,503.543135,215.749058,509.435509,189.439151,514.739358,NaN,NaN,NaN,NaN,0,0,0,0,262.3990483,503.536857,189.439151,514.739358,215.749058,509.435509,,72.95989733,-11.202501,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.108333333
14,265.001084,502.674335,265.213137,502.553987,265.641431,502.473438,217.646444,510.200147,191.574145,515.243725,NaN,NaN,NaN,NaN,0,0,0,0,265.2852173,502.5672533,191.574145,515.243725,217.646444,510.200147,,73.71107233,-12.67647167,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.116666667
15,267.043324,501.985825,267.878319,501.932569,268.620218,501.189803,222.284499,510.678046,193.759972,515.94984,NaN,NaN,NaN,NaN,0,0,0,0,267.847287,501.7027323,193.759972,515.94984,222.284499,510.678046,,74.087315,-14.24710767,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.125
16,270.509606,500.377689,270.467353,500.735764,270.884097,500.576369,225.025167,511.825003,196.250798,516.151587,NaN,NaN,NaN,NaN,0,0,0,0,270.620352,500.563274,196.250798,516.151587,225.025167,511.825003,,74.369554,-15.588313,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.133333333
17,272.635552,499.122898,273.234065,499.423881,273.400827,498.817312,228.714529,512.398481,198.690791,516.655955,NaN,NaN,NaN,NaN,0,0,0,0,273.090148,499.1213637,198.690791,516.655955,228.714529,512.398481,,74.399357,-17.53459133,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.141666667
18,275.004464,498.130737,276.102309,497.674704,275.83891,498.08041,234.195867,513.163119,200.724118,516.655955,NaN,NaN,NaN,NaN,0,0,0,0,275.648561,497.9619503,200.724118,516.655955,234.195867,513.163119,,74.924443,-18.69400467,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.15
