frame,pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y,pt6_cam1_X,pt6_cam1_Y,pt7_cam1_X,pt7_cam1_Y,leftx,lefty,rightx,righty,eyex,eyey,tailx,taily,wristx,wristy,,body vector x,body vector y,wing vec down x,wing vec down y,wing vec up x,wing vec  up y,downangle,upangle,time
0,279.24416,265.286282,279.171734,265.136382,279.449038,265.062246,232.574556,250.956526,211.060494,293.084803,NaN,NaN,NaN,NaN,18.407623,732.319457,1733.785778,684.836496,279.2883107,265.1616367,211.060494,293.084803,232.574556,250.956526,,68.22781667,-27.92316633,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0
1,282.224666,264.587533,282.044492,264.716768,282.473622,264.527385,236.111067,248.721618,213.409298,291.927916,NaN,NaN,NaN,NaN,0,0,0,0,282.2475933,264.610562,213.409298,291.927916,236.111067,248.721618,,68.83829533,-27.317354,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.008333333
2,285.587804,263.817118,285.409723,263.987004,285.23084,264.007381,238.575907,247.338103,216.083464,290.879934,NaN,NaN,NaN,NaN,0,0,0,0,285.4094557,263.9371677,216.083464,290.879934,238.575907,247.338103,,69.32599167,-26.94276633,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.016666667
3,289.414128,263.082536,289.534183,263.129531,289.542125,262.922802,242.326752,244.783923,218.932032,289.721638,NaN,NaN,NaN,NaN,0,0,0,0,289.496812,263.0449563,218.932032,289.721638,242.326752,244.783923,,70.56478,-26.67668167,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.025
4,292.273803,262.330037,292.447981,261.998398,292.249212,262.120511,249.50694,243.826105,222.303807,288.508185,NaN,NaN,NaN,NaN,0,0,0,0,292.3236653,262.1496487,222.303807,288.508185,249.50694,243.826105,,70.01985833,-26.35853633,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.033333333
5,295.032784,261.828372,295.320739,261.213902,295.323927,261.541078,254.11512,244.358226,225.268644,287.570517,NaN,NaN,NaN,NaN,0,0,0,0,295.2258167,261.527784,225.268644,287.570517,254.11512,244.358226,,69.95717267,-26.042733,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.041666667
6,298.405958,261.13009,298.501293,260.903752,298.531662,260.955108,258.327554,244.275352,227.710274,286.908633,NaN,NaN,NaN,NaN,0,0,0,0,298.4796377,260.9963167,227.710274,286.908633,258.327554,244.275352,,70.76936367,-25.91231633,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.05
7,303.167607,260.270092,302.8687,260.216984,302.82438,260.307992,261.080974,243.826105,230.849512,285.419395,NaN,NaN,NaN,NaN,0,0,0,0,302.9535623,260.2650227,230.849512,285.419395,261.080974,243.826105,,72.10405033,-25.15437233,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.058333333
8,306.371874,259.378242,306.735524,258.95206,306.790317,259.27789,263.535075,244.275352,234.046885,284.536884,NaN,NaN,NaN,NaN,0,0,0,0,306.6325717,259.2027307,234.046885,284.536884,263.535075,244.275352,,72.58568667,-25.33415333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.066666667
9,309.701448,258.661577,310.255793,258.076344,310.147253,258.300613,266.392861,244.527617,236.895453,283.488902,NaN,NaN,NaN,NaN,0,0,0,0,310.0348313,258.346178,236.895453,283.488902,266.392861,244.527617,,73.13937833,-25.142724,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.075
