frame,pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y,tipupx,tipupy,tipdownx,tipdowny,leftx,lefty,rightx,righty,eyex,eyey,tailx,taily,wristx,wristy,,body vector x,body vector y,wing vec down x,wing vec down y,wing vec up x,wing vec  up y,downangle,upangle,time
163,724.797042,310.015207,725.097174,309.8322,725.724262,309.474679,701.337821,295.04909,653.157773,317.533122,NaN,NaN,NaN,NaN,0,0,0,0,725.2061593,309.7740287,653.157773,317.533122,701.337821,295.04909,,72.04838633,-7.759093333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.358333333
164,728.309647,309.962716,728.546428,309.942338,728.485462,309.95498,704.602485,295.653828,655.692162,317.083104,NaN,NaN,NaN,NaN,0,0,0,0,728.447179,309.9533447,655.692162,317.083104,704.602485,295.653828,,72.755017,-7.129759333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.366666667
165,731.088284,310.152907,731.759835,309.8322,731.628793,309.95498,707.337744,296.085784,658.345351,316.033062,NaN,NaN,NaN,NaN,0,0,0,0,731.492304,309.980029,658.345351,316.033062,707.337744,296.085784,,73.146953,-6.053033,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.375
166,734.235578,310.549507,734.855319,309.942338,734.610096,310.478501,710.955345,295.653828,662.226134,315.358034,NaN,NaN,NaN,NaN,0,0,0,0,734.5669977,310.3234487,662.226134,315.358034,710.955345,295.653828,,72.34086367,-5.034585333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.383333333
167,737.907421,311.039426,737.83288,310.823441,738.531159,310.28813,714.749414,295.04909,664.760523,314.720509,NaN,NaN,NaN,NaN,0,0,0,0,738.0904867,310.716999,664.760523,314.720509,714.749414,295.04909,,73.32996367,-4.00351,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.391666667
168,740.904844,310.899449,741.116943,310.735528,741.577273,310.557823,718.014078,294.703526,667.73051,314.833013,NaN,NaN,NaN,NaN,0,0,0,0,741.1996867,310.7309333,667.73051,314.833013,718.014078,294.703526,,73.46917667,-4.102079667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.4
169,743.952224,311.039426,744.418792,310.662103,744.373494,310.6405,721.190508,295.04909,671.203927,314.52868,NaN,NaN,NaN,NaN,0,0,0,0,744.24817,310.7806763,671.203927,314.52868,721.190508,295.04909,,73.044243,-3.748003667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.408333333
170,746.674883,311.27272,747.196539,310.760003,746.577066,311.134056,724.543407,295.04909,674.682735,314.554022,NaN,NaN,NaN,NaN,0,0,0,0,746.8161627,311.055593,674.682735,314.554022,724.543407,295.04909,,72.13342767,-3.498429,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.416666667
171,749.822177,311.27272,749.94808,310.882379,749.515163,311.289173,727.278666,294.703526,677.867183,314.554022,NaN,NaN,NaN,NaN,0,0,0,0,749.7618067,311.1480907,677.867183,314.554022,727.278666,294.703526,,71.89462367,-3.405931333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.425
172,752.781801,310.983991,752.830647,311.029229,752.323637,311.218665,729.572754,294.703526,680.329109,314.554022,NaN,NaN,NaN,NaN,0,0,0,0,752.6453617,311.077295,680.329109,314.554022,729.572754,294.703526,,72.31625267,-3.476727,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.433333333
173,755.579396,310.704037,755.320137,310.637628,755.132111,310.922532,732.837418,295.04909,683.807917,314.630048,NaN,NaN,NaN,NaN,0,0,0,0,755.3438813,310.7547323,683.807917,314.630048,732.837418,295.04909,,71.53596433,-3.875315667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.441666667
174,757.844116,310.517402,758.33373,310.246026,757.987536,310.225196,735.294408,294.637376,686.457164,314.630048,NaN,NaN,NaN,NaN,0,0,0,0,758.0551273,310.3295413,686.457164,314.630048,735.294408,294.637376,,71.59796333,-4.300506667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.45
175,759.775788,310.517402,760.92804,309.854424,760.637583,309.81155,738.588484,293.869455,690.337373,314.706075,NaN,NaN,NaN,NaN,0,0,0,0,760.447137,310.0611253,690.337373,314.706075,738.588484,293.869455,,70.109764,-4.644949667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.458333333
176,762.573383,310.517402,763.574761,309.732049,762.845956,309.64233,741.882559,293.562286,693.334501,314.731417,NaN,NaN,NaN,NaN,0,0,0,0,762.9980333,309.963927,693.334501,314.731417,741.882559,293.562286,,69.66353233,-4.76749,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.466666667
177,764.671579,309.864177,765.487737,309.340447,765.764849,309.115871,744.627622,293.562286,695.769667,314.275259,NaN,NaN,NaN,NaN,0,0,0,0,765.308055,309.440165,695.769667,314.275259,744.627622,293.562286,,69.538388,-4.835094,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.475
178,767.469174,309.677542,768.472658,308.811664,769.236164,308.114781,747.921698,293.562286,699.328755,314.376627,NaN,NaN,NaN,NaN,0,0,0,0,768.3926653,308.8679957,699.328755,314.376627,747.921698,293.562286,,69.06391033,-5.508631333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.483333333
179,769.733893,309.335376,771.663864,308.093728,771.540554,308.014503,750.980482,293.562286,702.325883,314.554022,NaN,NaN,NaN,NaN,0,0,0,0,770.979437,308.4812023,702.325883,314.554022,750.980482,293.562286,,68.653554,-6.072819667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.491666667
180,772.364965,308.682152,773.620516,307.767393,773.793734,307.847373,753.411823,293.869455,704.877463,314.704129,NaN,NaN,NaN,NaN,0,0,0,0,773.2597383,308.0989727,704.877463,314.704129,753.411823,293.869455,,68.38227533,-6.605156333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.5
181,775.329083,308.371092,776.06633,307.310525,776.763836,307.145427,755.921595,293.562286,707.58692,314.789658,NaN,NaN,NaN,NaN,0,0,0,0,776.053083,307.6090147,707.58692,314.789658,755.921595,293.562286,,68.466163,-7.180643333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.508333333
182,778.792772,306.909113,778.88484,306.723122,779.682729,306.025655,757.568633,293.562286,710.97374,314.404775,NaN,NaN,NaN,NaN,0,0,0,0,779.1201137,306.55263,710.97374,314.404775,757.568633,293.562286,,68.14637367,-7.852145,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.516666667
183,781.337342,305.97384,781.423829,305.809385,781.71268,305.498271,759.607823,293.562286,713.592882,314.875188,NaN,NaN,NaN,NaN,0,0,0,0,781.4912837,305.7604987,713.592882,314.875188,759.607823,293.562286,,67.89840167,-9.114689333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.525
184,783.676072,305.254947,783.660002,304.895648,783.761026,305.052591,762.039164,293.024741,716.753915,315.773249,NaN,NaN,NaN,NaN,0,0,0,0,783.6990333,305.0677287,716.753915,315.773249,762.039164,293.024741,,66.94511833,-10.70552033,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.533333333
185,786.310844,304.231908,785.702985,304.351944,786.742508,303.871539,764.941088,293.562286,719.056953,316.286427,NaN,NaN,NaN,NaN,0,0,0,0,786.2521123,304.151797,719.056953,316.286427,764.941088,293.562286,,67.19515933,-12.13463,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.541666667
186,788.501553,303.402416,788.518907,303.307673,788.745335,303.26987,768.156733,293.869455,721.269676,316.371956,NaN,NaN,NaN,NaN,0,0,0,0,788.5885983,303.326653,721.269676,316.371956,768.156733,293.869455,,67.31892233,-13.045303,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.55
187,790.514637,302.517625,790.713669,302.437447,791.271628,301.999682,769.882201,293.869455,724.430708,316.58578,NaN,NaN,NaN,NaN,0,0,0,0,790.8333113,302.3182513,724.430708,316.58578,769.882201,293.869455,,66.40260333,-14.26752867,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.558333333
188,792.3797,301.356337,792.452915,301.509206,793.183418,301.175174,772.391973,293.562286,724.791969,316.371956,NaN,NaN,NaN,NaN,0,0,0,0,792.672011,301.3469057,724.791969,316.371956,772.391973,293.562286,,67.880042,-15.02505033,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.566666667
189,794.422388,300.443896,794.482035,300.484274,795.466937,300.237932,774.823314,293.024741,726.011225,316.457486,NaN,NaN,NaN,NaN,0,0,0,0,794.7904533,300.3887007,726.011225,316.457486,774.823314,293.024741,,68.77922833,-16.06878533,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.575
190,796.287452,299.282608,796.573271,299.362649,796.741464,299.306956,776.862504,293.562286,728.720681,316.970663,NaN,NaN,NaN,NaN,0,0,0,0,796.5340623,299.3174043,728.720681,316.970663,776.862504,293.562286,,67.81338133,-17.65325867,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.583333333
191,798.480209,298.334208,798.498865,298.260363,798.764521,298.257131,778.509541,293.869455,731.881714,316.885134,NaN,NaN,NaN,NaN,0,0,0,0,798.5811983,298.2839007,731.881714,316.885134,778.509541,293.869455,,66.69948433,-18.60123333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.591666667
192,800.769599,296.380294,800.258816,297.448152,800.848271,297.029035,780.156579,294.330208,732.784866,317.013428,NaN,NaN,NaN,NaN,0,0,0,0,800.625562,296.9524937,732.784866,317.013428,780.156579,294.330208,,67.840696,-20.06093433,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.6
193,802.624794,294.83191,802.329347,295.204904,802.972481,294.830346,783.450655,293.869455,734.591171,316.543015,740.387851,294.294693,NaN,NaN,0,0,0,0,802.6422073,294.95572,734.591171,316.543015,783.450655,293.869455,,68.05103633,-21.587295,#VALUE!,#VALUE!,43.062804,-0.425238,#VALUE!,17.03441167,1.608333333
194,804.085266,293.504723,803.881913,294.11803,804.712311,293.582442,784.70554,293.869455,738.700513,315.473895,NaN,NaN,NaN,NaN,0,0,0,0,804.2264967,293.735065,738.700513,315.473895,784.70554,293.869455,,65.52598367,-21.73883,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.616666667
195,805.582095,292.01022,805.648766,292.390471,806.321731,291.649675,786.74473,293.869455,743.396905,315.174542,NaN,NaN,NaN,NaN,0,0,0,0,805.850864,292.0167887,743.396905,315.174542,786.74473,293.869455,,62.453959,-23.15775333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.625
196,807.282415,290.007876,807.249977,290.327713,808.209918,289.695285,789.568223,294.330208,746.738568,315.089012,NaN,NaN,NaN,NaN,0,0,0,0,807.58077,290.0102913,746.738568,315.089012,789.568223,294.330208,,60.842202,-25.07872067,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.633333333
197,809.056662,288.005532,808.685545,289.012705,810.515346,287.819567,791.293691,293.869455,750.260862,314.276481,NaN,NaN,NaN,NaN,0,0,0,0,809.4191843,288.279268,750.260862,314.276481,791.293691,293.869455,,59.15832233,-25.997213,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.641666667
198,810.387348,286.728175,810.14872,287.646128,811.51705,286.504902,792.940729,294.637376,753.720458,313.515558,NaN,NaN,NaN,NaN,0,0,0,0,810.6843727,286.959735,753.720458,313.515558,792.940729,294.637376,,56.96391467,-26.555823,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.65
199,811.79196,285.071063,811.584288,285.867,811.410486,285.98321,794.587767,294.330208,756.514585,312.890123,NaN,NaN,NaN,NaN,0,0,0,0,811.595578,285.6404243,756.514585,312.890123,794.587767,294.330208,,55.080993,-27.24969867,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.658333333
200,813.935842,283.103242,814.041318,283.159631,813.435209,283.583425,797.41126,293.562286,758.292666,312.55335,NaN,NaN,NaN,NaN,0,0,0,0,813.804123,283.2820993,758.292666,312.55335,797.41126,293.562286,,55.511457,-29.27125067,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.666666667
201,815.57923,281.392907,815.552172,281.546452,815.566496,281.580127,799.52888,293.562286,759.816735,312.168467,NaN,NaN,NaN,NaN,0,0,0,0,815.565966,281.5064953,759.816735,312.168467,799.52888,293.562286,,55.749231,-30.66197167,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.675
202,816.302071,280.410914,816.914122,280.274418,816.461637,280.3698,798.882431,291.378973,761.544014,311.302479,NaN,NaN,NaN,NaN,0,0,0,0,816.5592767,280.3517107,761.544014,311.302479,798.882431,291.378973,,55.01526267,-30.95076833,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.683333333
203,817.320621,279.428922,817.871167,278.864867,817.599413,278.653191,797.20925,290.150299,764.033327,310.292161,NaN,NaN,NaN,NaN,0,0,0,0,817.597067,278.9823267,764.033327,310.292161,797.20925,290.150299,,53.56374,-31.30983433,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.691666667
204,818.207744,277.679748,819.049069,276.974006,818.69821,277.206364,795.431495,289.638351,766.217827,309.089401,NaN,NaN,NaN,NaN,0,0,0,0,818.6516743,277.286706,766.217827,309.089401,795.431495,289.638351,,52.43384733,-31.802695,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.7
205,819.062011,276.084011,819.822067,275.770731,819.478514,276.017876,792.29428,288.102509,768.097512,307.934751,NaN,NaN,NaN,NaN,0,0,0,0,819.4541973,275.9575393,768.097512,307.934751,792.29428,288.102509,,51.35668533,-31.97721167,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.708333333
206,819.587714,274.304149,820.999969,273.604836,820.64046,274.022822,789.575361,286.976224,769.469175,307.068764,NaN,NaN,NaN,NaN,0,0,0,0,820.409381,273.977269,769.469175,307.068764,789.575361,286.976224,,50.940206,-33.091495,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.716666667
207,821.229995,272.413894,821.772967,272.676595,821.701367,272.555385,788.78392,284.270438,770.993244,306.731991,NaN,NaN,NaN,NaN,0,0,0,0,821.5681097,272.5486247,770.993244,306.731991,788.78392,284.270438,,50.57486567,-34.18336633,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.725
208,822.171879,271.452359,822.91406,271.232664,822.543357,271.599078,789.568223,281.889881,772.110895,306.731991,NaN,NaN,NaN,NaN,0,0,0,0,822.5430987,271.4280337,772.110895,306.731991,789.568223,281.889881,,50.43220367,-35.30395733,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.733333333
209,822.850912,270.347618,824.091962,269.651217,824.649358,269.873887,791.771411,278.785063,774.346197,305.817894,NaN,NaN,NaN,NaN,0,0,0,0,823.8640773,269.957574,774.346197,305.817894,791.771411,278.785063,,49.51788033,-35.86032,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.741666667
210,824.581351,268.64959,825.417102,268.55108,825.388635,268.513771,794.490331,276.634883,774.803417,304.711354,NaN,NaN,NaN,NaN,0,0,0,0,825.1290293,268.5714803,774.803417,304.711354,794.490331,276.634883,,50.32561233,-36.13987367,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.75
211,826.399407,267.585765,826.701496,267.597667,826.287496,267.541044,796.686381,275.20143,776.378289,304.374582,NaN,NaN,NaN,NaN,0,0,0,0,826.4627997,267.5748253,776.378289,304.374582,796.686381,275.20143,,50.08451067,-36.79975667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.758333333
212,827.888898,266.17415,827.944837,266.161376,826.145571,267.286282,798.882431,273.05125,778.715195,302.642607,NaN,NaN,NaN,NaN,0,0,0,0,827.3264353,266.5406027,778.715195,302.642607,798.882431,273.05125,,48.61124033,-36.10200433,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.766666667
213,828.520607,265.52435,828.959142,265.336273,827.13905,266.568317,801.601351,270.184344,780.086858,302.017172,NaN,NaN,NaN,NaN,0,0,0,0,828.2062663,265.8096467,780.086858,302.017172,801.601351,270.184344,,48.11940833,-36.20752533,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.775
214,827.54672,266.513245,829.449934,265.183477,828.510997,265.827191,804.843139,268.034164,781.915741,301.343626,NaN,NaN,NaN,NaN,0,0,0,0,828.5025503,265.8413043,781.915741,301.343626,804.843139,268.034164,,46.58680933,-35.50232167,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.783333333
215,830.40239,264.597754,830.333361,264.54173,830.119486,264.622862,807.562059,265.576815,782.880985,299.515431,NaN,NaN,791.191786,292.873687,0,0,0,0,830.285079,264.5874487,782.880985,299.515431,807.562059,265.576815,,47.404094,-34.92798233,16.370273,-27.296872,#VALUE!,#VALUE!,22.66506659,#VALUE!,1.791666667
216,831.388894,264.234053,831.511263,264.54173,831.75163,263.881736,809.862683,263.324246,785.471903,299.515431,NaN,NaN,NaN,NaN,0,0,0,0,831.5505957,264.219173,785.471903,299.515431,809.862683,263.324246,,46.07869267,-35.296258,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.8
217,833.413824,263.361171,833.408994,263.258236,833.596662,263.279572,810.385552,260.662119,786.691158,298.505113,NaN,NaN,NaN,NaN,0,0,0,0,833.47316,263.2996597,786.691158,298.505113,810.385552,260.662119,,46.782002,-35.20545333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.808333333
218,834.659934,262.464042,834.619615,262.952642,834.47187,262.561606,805.993451,257.999991,788.570844,297.975898,NaN,NaN,NaN,NaN,0,0,0,0,834.5838063,262.65943,788.570844,297.975898,805.993451,257.999991,,46.01296233,-35.316468,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.816666667
219,835.464714,262.464042,835.830237,262.58593,835.681685,262.516066,805.366008,256.873707,791.17901,297.275972,NaN,NaN,NaN,NaN,0,0,0,0,835.6588787,262.5220127,791.17901,297.275972,805.366008,256.873707,,44.47986867,-34.75395933,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.825
220,837.515604,260.694031,837.531651,262.280336,837.447869,261.569072,807.143763,254.723527,793.29699,296.849216,NaN,NaN,NaN,NaN,0,0,0,0,837.4983747,261.5144797,793.29699,296.849216,807.143763,254.723527,,44.20138467,-35.33473633,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.833333333
221,839.254967,261.178965,839.592979,260.813487,839.676626,260.704426,811.012995,251.549452,794.829146,296.337109,NaN,NaN,NaN,NaN,0,0,0,0,839.5081907,260.8989593,794.829146,296.337109,811.012995,251.549452,,44.67904467,-35.43814967,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.841666667
222,840.786644,260.694031,841.294393,260.538452,842.410007,260.704426,813.731914,250.525557,796.135985,296.251758,NaN,NaN,NaN,NaN,0,0,0,0,841.4970147,260.6456363,796.135985,296.251758,813.731914,250.525557,,45.36102967,-35.60612167,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.85
223,842.837535,260.524304,843.519319,259.438315,843.650542,260.395623,816.34626,249.296883,798.614473,295.654299,NaN,NaN,NaN,NaN,0,0,0,0,843.3357987,260.119414,798.614473,295.654299,816.34626,249.296883,,44.72132567,-35.534885,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.858333333
224,845.122071,260.160603,845.41705,259.377196,845.416726,260.272103,818.646884,248.272987,801.138024,295.270219,NaN,NaN,NaN,NaN,0,0,0,0,845.3186157,259.936634,801.138024,295.270219,818.646884,248.272987,,44.18059167,-35.333585,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.866666667
225,847.977741,259.045254,848.329086,258.613212,847.603431,259.489803,822.411542,248.272987,801.543595,295.483597,NaN,NaN,NaN,NaN,0,0,0,0,847.970086,259.049423,801.543595,295.483597,822.411542,248.272987,,46.426491,-36.434174,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.875
226,851.405079,257.984492,850.506522,258.230624,850.357838,258.748678,826.908216,247.76104,803.165878,294.758112,NaN,NaN,NaN,NaN,0,0,0,0,850.7564797,258.3212647,803.165878,294.758112,826.908216,247.76104,,47.59060167,-36.43684733,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.883333333
227,853.025536,258.27186,853.065914,258.149132,853.448661,258.419289,830.777448,247.76104,806.770951,293.520519,NaN,NaN,NaN,NaN,0,0,0,0,853.180037,258.2800937,806.770951,293.520519,830.777448,247.76104,,46.409086,-35.24042533,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.891666667
228,855.507501,258.080281,855.36355,258.366443,855.421292,258.497245,834.542105,247.76104,808.888931,292.795034,NaN,NaN,NaN,NaN,0,0,0,0,855.430781,258.3146563,808.888931,292.795034,834.542105,247.76104,,46.54185,-34.48037767,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.9
229,858.540291,257.748414,857.486682,258.284952,857.701446,258.405748,836.738156,247.76104,811.592736,291.685469,NaN,NaN,NaN,NaN,0,0,0,0,857.909473,258.1463713,811.592736,291.685469,836.738156,247.76104,,46.316737,-33.53909767,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.908333333
230,860.564152,258.131572,860.249662,257.986149,860.336706,258.497245,838.306763,247.146703,814.206414,290.31985,NaN,NaN,NaN,NaN,0,0,0,0,860.3835067,258.2049887,814.206414,290.31985,838.306763,247.146703,,46.17709267,-32.11486133,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.916666667
231,862.861509,257.85059,862.547298,258.284952,862.504721,258.405748,839.457075,246.532366,817.496043,288.314097,NaN,NaN,NaN,NaN,0,0,0,0,862.6378427,258.18043,817.496043,288.314097,839.457075,246.532366,,45.14179967,-30.133667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.925
232,866.034048,257.748414,865.921042,257.116905,865.252119,258.021461,841.130256,246.122808,819.614024,286.820451,NaN,NaN,NaN,NaN,0,0,0,0,865.7357363,257.6289267,819.614024,286.820451,841.130256,246.122808,,46.12171233,-29.19152433,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.933333333
233,868.741646,256.93101,868.945778,256.981085,868.279864,257.527377,842.280568,244.996523,821.596814,285.582859,NaN,NaN,NaN,NaN,0,0,0,0,868.6557627,257.1464907,821.596814,285.582859,842.280568,244.996523,,47.05894867,-28.43636833,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.941666667
234,871.039002,256.522308,870.458146,256.546463,870.840365,256.941797,844.476619,243.972628,823.290188,284.890625,NaN,NaN,NaN,NaN,0,0,0,0,870.779171,256.6701893,823.290188,284.890625,844.476619,243.972628,,47.488983,-28.22043567,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.95
235,873.062863,256.394589,872.464942,256.546463,872.869365,256.70251,846.568095,243.972628,825.293007,284.030791,NaN,NaN,NaN,NaN,0,0,0,0,872.7990567,256.547854,825.293007,284.030791,846.568095,243.972628,,47.50604967,-27.482937,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.958333333
236,875.633714,256.241326,875.352039,256.363561,875.112139,256.580514,848.764146,242.846343,828.096953,282.412279,NaN,NaN,NaN,NaN,0,0,0,0,875.365964,256.3951337,828.096953,282.412279,848.764146,242.846343,,47.269011,-26.01714533,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.966666667
237,877.93107,255.704904,877.496834,255.772141,877.354913,256.190127,851.06477,242.846343,830.767377,280.945503,NaN,NaN,NaN,NaN,0,0,0,0,877.5942723,255.8890573,830.767377,280.945503,851.06477,242.846343,,46.82689533,-25.05644567,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.975
238,880.119029,255.449466,880.397415,255.562282,879.049453,255.824139,853.26082,242.846343,832.877013,280.009801,NaN,NaN,NaN,NaN,0,0,0,0,879.855299,255.6119623,832.877013,280.009801,853.26082,242.846343,,46.978286,-24.39783867,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.983333333
239,882.287897,255.404912,882.192935,255.02565,881.541425,255.409353,854.829427,242.334396,834.74631,279.402859,NaN,NaN,NaN,NaN,0,0,0,0,882.007419,255.2799717,834.74631,279.402859,854.829427,242.334396,,47.261109,-24.12288733,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.991666667
240,884.500166,255.041621,884.317304,254.389714,884.232754,254.799373,857.025478,241.822448,837.149692,278.239554,NaN,NaN,NaN,NaN,0,0,0,0,884.3500747,254.7435693,837.149692,278.239554,857.025478,241.822448,,47.20038267,-23.49598467,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2
241,886.128979,254.201512,886.496143,253.957278,886.25125,254.384586,858.698659,241.822448,838.96558,277.405009,NaN,NaN,NaN,NaN,0,0,0,0,886.292124,254.1811253,838.96558,277.405009,858.698659,241.822448,,47.326544,-23.22388367,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2.008333333
242,887.806414,254.564802,887.640034,254.262527,888.194988,253.774606,860.894709,241.208111,841.128624,276.7222,NaN,NaN,NaN,NaN,0,0,0,0,887.8804787,254.200645,841.128624,276.7222,860.894709,241.208111,,46.75185467,-22.521555,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2.016666667
243,890.480585,253.497636,890.635939,253.423092,891.334872,252.505848,862.56789,241.208111,843.05133,276.014101,NaN,NaN,NaN,NaN,0,0,0,0,890.817132,253.142192,843.05133,276.014101,862.56789,241.208111,,47.765802,-22.871909,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2.025
244,892.644232,252.543998,892.487953,252.685407,892.568717,252.492355,864.763941,241.208111,845.00074,275.356581,NaN,NaN,NaN,NaN,0,0,0,0,892.5669673,252.57392,845.00074,275.356581,864.763941,241.208111,,47.56622733,-22.782661,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2.033333333
