frame,pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y,pt6_cam1_X,pt6_cam1_Y,pt7_cam1_X,pt7_cam1_Y,leftx,lefty,rightx,righty,eyex,eyey,tailx,taily,wristx,wristy,,body vector x,body vector y,wing vec down x,wing vec down y,wing vec up x,wing vec  up y,downangle,upangle,time
0,1692.357169,579.332705,1692.091811,579.779312,1691.910004,579.591706,1727.250183,572.469921,1783.434798,585.707684,NaN,NaN,NaN,NaN,10.333156,657.906846,1694.342743,657.40904,1692.119661,579.5679077,1783.434798,585.707684,1727.250183,572.469921,,-91.31513667,-6.139776333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0
1,1687.983998,580.979552,1687.040457,581.360232,1686.65921,580.844508,1722.931839,570.260022,1779.099763,585.060484,NaN,NaN,NaN,NaN,0,0,0,0,1687.227888,581.0614307,1779.099763,585.060484,1722.931839,570.260022,,-91.87187467,-3.999053333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.008333333
2,1683.412046,581.657666,1682.9623,582.128107,1682.119461,581.937377,1717.920799,569.092074,1775.158822,584.305417,NaN,NaN,NaN,NaN,0,0,0,0,1682.831269,581.9077167,1775.158822,584.305417,1717.920799,569.092074,,-92.327553,-2.397700333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.016666667
3,1679.038874,582.481089,1678.096317,582.941152,1677.689104,583.083557,1712.909759,569.304428,1770.429693,582.849217,NaN,NaN,NaN,NaN,0,0,0,0,1678.274765,582.835266,1770.429693,582.849217,1712.909759,569.304428,,-92.154928,-0.013951,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.025
4,1674.069361,583.93419,1673.693762,584.070381,1673.149354,584.256392,1707.680848,569.782225,1765.869462,582.795284,NaN,NaN,NaN,NaN,0,0,0,0,1673.637492,584.0869877,1765.869462,582.795284,1707.680848,569.782225,,-92.23196967,1.291703667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.033333333
5,1669.497409,584.37012,1669.383891,584.702749,1668.718997,584.976087,1701.36258,570.525464,1761.196632,583.766084,NaN,NaN,NaN,NaN,0,0,0,0,1669.200099,584.6829853,1761.196632,583.766084,1701.36258,570.525464,,-91.996533,0.916901333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.041666667
6,1665.621189,585.193544,1664.703279,585.515793,1663.905769,585.535849,1696.460476,570.737818,1757.480888,584.575084,NaN,NaN,NaN,NaN,0,0,0,0,1664.743412,585.415062,1757.480888,584.575084,1696.460476,570.737818,,-92.73747567,0.839978,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.05
7,1661.595884,586.743518,1660.115352,586.283669,1660.024237,586.796025,1691.667307,571.374881,1753.765143,585.707684,NaN,NaN,NaN,NaN,0,0,0,0,1660.578491,586.6077373,1753.765143,585.707684,1691.667307,571.374881,,-93.186652,0.900053333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.058333333
8,1656.924541,587.131011,1656.037195,587.683912,1655.454101,588.051788,1687.418817,572.383562,1749.767903,586.031284,NaN,NaN,NaN,NaN,0,0,0,0,1656.138612,587.622237,1749.767903,586.031284,1687.418817,572.383562,,-93.62929067,1.590953,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.066666667
9,1651.855638,588.002872,1651.26509,588.676996,1650.786729,588.881066,1682.897987,573.976218,1744.813578,587.163884,NaN,NaN,NaN,NaN,0,0,0,0,1651.302486,588.5203113,1744.813578,587.163884,1682.897987,573.976218,,-93.51109233,1.356427333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.075
10,1646.602544,588.483549,1645.909934,589.1588,1645.560244,589.828811,1680.446935,575.409608,1739.717814,587.372871,NaN,NaN,NaN,NaN,0,0,0,0,1646.024241,589.1570533,1739.717814,587.372871,1680.446935,575.409608,,-93.69357333,1.784182333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.083333333
11,1642.163112,589.161663,1641.584616,589.319401,1641.651605,590.376255,1676.906527,576.736821,1736.143508,587.757151,NaN,NaN,NaN,NaN,0,0,0,0,1641.799778,589.6191063,1736.143508,587.757151,1676.906527,576.736821,,-94.34373033,1.861955333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.091666667
12,1636.961689,589.323118,1636.847363,589.881506,1636.832975,591.281878,1673.039311,578.117123,1732.65296,588.620085,NaN,NaN,NaN,NaN,0,0,0,0,1636.880676,590.1621673,1732.65296,588.620085,1673.039311,578.117123,,-95.77228433,1.542082333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.1
13,1632.853558,589.710612,1632.192497,590.564062,1631.992737,591.93477,1669.226563,579.125805,1728.149028,589.105485,NaN,NaN,NaN,NaN,0,0,0,0,1632.346264,590.7364813,1728.149028,589.105485,1669.226563,579.125805,,-95.802764,1.630996333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.108333333
