frame,pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y,pt6_cam1_X,pt6_cam1_Y,pt7_cam1_X,pt7_cam1_Y,pt8_cam1_X,pt8_cam1_Y,leftx,lefty,rightx,righty,eyex,eyey,tailx,taily,wristx,wristy,,body vector x,body vector y,wing vec down x,wing vec down y,wing vec up x,wing vec  up y,downangle,upangle,time
68,1114.55402,494.427051,1113.388419,493.592699,1116.453866,494.185908,1184.193514,478.012829,1255.229358,498.46874,NaN,NaN,1251.790511,513.28198,1144.553699,500.669574,0,0,0,0,1114.798768,494.0685527,1255.229358,498.46874,1184.193514,478.012829,,-110.675659,2.200834,-67.596997,-35.269151,#VALUE!,#VALUE!,28.69278102,#VALUE!,0.566666667
69,1112.127307,495.546778,1112.01485,494.95662,1112.548255,494.36718,1178.703509,476.250044,1250.251639,498.46874,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1112.230137,494.9568593,1250.251639,498.46874,1178.703509,476.250044,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.575
70,1105.208593,496.666504,1104.565879,495.884085,1105.395283,495.545449,1174.043925,474.916044,1247.067692,498.207378,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1105.056585,496.0320127,1247.067692,498.207378,1174.043925,474.916044,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.583333333
71,1100.303534,498.052831,1100.110068,497.30351,1101.489672,497.222215,1168.7706,473.776667,1241.686373,498.730102,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1100.634425,497.5261853,1241.686373,498.730102,1168.7706,473.776667,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.591666667
72,1094.778888,499.439159,1095.461064,499.000833,1095.697081,498.944299,1162.127233,472.379144,1236.574121,499.700874,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1095.312344,499.128097,1236.574121,499.700874,1162.127233,472.379144,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.6
73,1088.737921,500.558885,1089.309353,500.019227,1089.50954,499.895977,1154.82773,472.675588,1231.775778,500.48496,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1089.185605,500.1580297,1231.775778,500.48496,1154.82773,472.675588,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.608333333
74,1084.306342,502.99557,1084.331633,502.39548,1084.594614,502.297832,1148.594447,473.988413,1226.842903,501.082359,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1084.410863,502.5629607,1226.842903,501.082359,1148.594447,473.988413,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.616666667
75,1079.07428,504.559632,1079.400872,503.850328,1080.294054,504.15587,1143.427384,475.047143,1221.41674,501.829107,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1079.589735,504.18861,1221.41674,501.829107,1143.427384,475.047143,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.625
76,1074.025798,506.218486,1074.188353,506.178086,1073.94909,506.067491,1137.604185,476.825809,1214.465871,502.575855,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1074.054414,506.1546877,1214.465871,502.575855,1137.604185,476.825809,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.633333333
77,1066.912028,507.972131,1067.097449,507.729925,1067.746922,507.316254,1132.437122,478.011587,1209.129396,503.135916,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1067.252133,507.67277,1209.129396,503.135916,1132.437122,478.011587,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.641666667
78,1062.689662,509.536192,1063.904195,508.942298,1063.885194,508.806713,1128.131236,478.604475,1204.734653,503.80799,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1063.493017,509.0950677,1204.734653,503.80799,1128.131236,478.604475,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.65
79,1058.100133,511.526816,1058.644716,510.979086,1058.580195,510.498585,1124.030392,479.790253,1200.295065,504.405388,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1058.441681,511.0014957,1200.295065,504.405388,1124.030392,479.790253,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.658333333
80,1052.730385,513.517441,1052.789795,512.995174,1053.002144,512.472436,1120.175598,481.780665,1194.43255,505.360296,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1052.840775,512.995017,1194.43255,505.360296,1120.175598,481.780665,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.666666667
81,1047.911379,514.939315,1048.031219,514.805652,1048.750343,514.808831,1115.008535,484.236918,1189.330263,505.596305,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1048.23098,514.851266,1189.330263,505.596305,1115.008535,484.236918,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.675
82,1041.623725,515.745044,1040.559421,515.236718,1043.016263,515.977029,1110.210547,486.904917,1184.653166,506.146994,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1041.733136,515.6529303,1184.653166,506.146994,1110.210547,486.904917,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.683333333
83,1033.500259,518.920563,1035.550394,517.952435,1035.838911,518.112011,1105.453568,489.784662,1180.165043,506.697682,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1034.963188,518.3283363,1180.165043,506.697682,1105.453568,489.784662,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.691666667
84,1029.369683,520.484625,1030.040464,520.06466,1030.84597,519.803883,1100.327897,492.442668,1175.53519,507.24837,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1030.085372,520.1177227,1175.53519,507.24837,1100.327897,492.442668,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.7
85,1024.418928,521.815043,1024.780986,520.754366,1025.618986,521.052646,1095.151721,494.626004,1170.291173,508.349747,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1024.939633,521.2073517,1170.291173,508.349747,1095.151721,494.626004,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.708333333
86,1020.420939,521.983561,1019.771959,521.745818,1019.40694,521.864312,1089.939093,495.943534,1165.897536,509.17578,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1019.866613,521.8645637,1165.897536,509.17578,1089.939093,495.943534,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.716666667
87,1016.300562,523.373838,1016.641317,522.952804,1015.592888,523.189164,1084.799368,497.524571,1160.275572,510.198487,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1016.178256,523.1719353,1160.275572,510.198487,1084.799368,497.524571,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.725
88,1008.42697,524.890504,1008.960809,524.461535,1008.935634,524.693051,1079.732547,499.369114,1156.448856,510.94585,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1008.774471,524.6816967,1156.448856,510.94585,1079.732547,499.369114,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.733333333
89,1006.020017,526.238652,1006.164102,525.668521,1006.231124,525.444994,1074.483467,501.477162,1151.488299,511.575208,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1006.138414,525.7840557,1151.488299,511.575208,1074.483467,501.477162,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.741666667
90,1000.227012,527.123374,1000.487205,526.57376,1000.302007,526.805654,1068.5418,502.719405,1146.008065,512.440576,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1000.338741,526.8342627,1146.008065,512.440576,1068.5418,502.719405,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.75
91,993.006153,527.797448,992.973665,527.694532,992.431191,527.879858,1064.094662,504.714523,1141.189238,513.227273,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,992.8036697,527.7906127,1141.189238,513.227273,1064.094662,504.714523,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.758333333
92,988.273839,528.892817,988.632508,528.987731,988.443774,529.061483,1057.970735,506.483778,1136.370412,513.974636,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,988.4500403,528.980677,1136.370412,513.974636,1057.970735,506.483778,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.766666667
93,982.52163,529.566891,981.82858,529.677437,982.653349,529.383745,1052.284231,506.935503,1131.268124,515.076013,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,982.3345197,529.542691,1131.268124,515.076013,1052.284231,506.935503,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.775
94,977.421117,530.86893,977.674187,530.675435,978.041814,530.708597,1047.691286,508.403608,1125.882377,516.02005,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,977.7123727,530.7509873,1125.882377,516.02005,1047.691286,508.403608,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.783333333
95,972.997038,531.65535,973.963797,532.208115,974.089069,531.46054,1042.15059,510.210507,1120.227917,516.520955,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,973.6833013,531.7746683,1120.227917,516.520955,1042.15059,510.210507,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.791666667
96,967.521334,533.040946,968.027172,533.280991,969.512207,532.964427,1036.556971,511.481353,1115.524574,517.266861,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,968.353571,533.0954547,1115.524574,517.266861,1036.556971,511.481353,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.8
97,961.429159,533.827365,961.496885,533.996242,961.537372,533.465722,1031.469899,512.585569,1109.085473,517.173623,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,961.4878053,533.7631097,1109.085473,517.173623,1031.469899,512.585569,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.808333333
98,956.860028,534.613784,957.341248,534.864761,957.456573,534.967804,1025.410775,514.292085,1103.990185,518.525578,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,957.219283,534.8154497,1103.990185,518.525578,1025.410775,514.292085,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.816666667
99,952.435949,535.400204,952.196174,535.426743,953.049225,535.349743,1019.448857,515.463223,1099.23085,519.691056,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,952.5604493,535.39223,1099.23085,519.691056,1019.448857,515.463223,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.825
100,948.809655,535.924483,947.793177,536.499619,948.672696,535.858996,1014.296982,516.400133,1094.07957,520.436962,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,948.425176,536.094366,1094.07957,520.436962,1014.296982,516.400133,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.833333333
101,942.717481,537.497322,943.043877,536.755066,943.217447,537.004814,1008.561875,518.106649,1089.040274,521.182868,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,942.992935,537.085734,1089.040274,521.182868,1008.561875,518.106649,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.841666667
102,936.081362,537.946705,936.365175,537.572495,937.022502,537.577723,1003.247992,519.37817,1084.280939,522.441584,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,936.4896797,537.6989743,1084.280939,522.441584,1003.247992,519.37817,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.85
103,932.056175,539.070161,933.446334,538.645371,933.139104,538.532572,997.966509,520.917381,1078.737713,523.280729,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,932.8805377,538.749368,1078.737713,523.280729,997.966509,520.917381,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.858333333
104,925.021734,538.748971,925.13506,538.287746,926.235284,538.5644,992.55542,522.556974,1074.426316,524.399588,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,925.464026,538.5337057,1074.426316,524.399588,992.55542,522.556974,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.866666667
105,920.283376,538.882121,918.901604,539.105175,919.177362,538.5644,986.528064,523.415945,1070.282894,525.425209,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,919.454114,538.8505653,1070.282894,525.425209,986.528064,523.415945,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.875
106,915.545018,539.281572,915.042798,539.718247,915.212387,539.438523,980.623748,524.813875,1065.579551,526.310972,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,915.2667343,539.4794473,1065.579551,526.310972,980.623748,524.813875,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.883333333
107,910.516556,539.281572,910.294058,539.342435,910.144107,539.297064,975.900296,526.687696,1060.260295,527.523069,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,910.3182403,539.3070237,1060.260295,527.523069,975.900296,526.687696,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.891666667
108,905.939367,539.581161,906.600158,539.978213,905.870314,539.55169,970.341599,527.936911,1055.948897,528.315594,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,906.136613,539.703688,1055.948897,528.315594,970.341599,527.936911,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.9
109,900.008361,539.44801,900.839434,540.296103,900.69245,540.343861,964.408482,529.334841,1050.62964,529.481072,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,900.513415,540.0293247,1050.62964,529.481072,964.408482,529.334841,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.908333333
110,896.237015,540.2802,896.046159,540.296103,897.487105,540.343861,960.05945,530.435339,1045.341968,530.096696,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,896.590093,540.3067213,1045.341968,530.096696,960.05945,530.435339,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.916666667
111,892.046631,540.679651,892.132384,540.75023,892.199657,541.079448,954.155135,532.576848,1038.224126,531.340896,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,892.126224,540.836443,1038.224126,531.340896,954.155135,532.576848,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.925
112,888.404219,540.679651,889.09811,540.841055,888.994312,540.937989,949.316476,534.182981,1032.246711,532.617838,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,888.8322137,540.819565,1032.246711,532.617838,949.316476,534.182981,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.933333333
113,883.762563,540.2802,883.29341,540.613992,884.145201,540.683363,943.844184,535.551167,1027.685,533.534617,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,883.7337247,540.5258517,1027.685,533.534617,943.844184,535.551167,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.941666667
114,876.398578,539.614508,876.829086,540.296103,877.378363,539.749733,938.280768,537.073899,1022.100837,534.222201,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,876.8686757,539.8867813,1022.100837,534.222201,938.280768,537.073899,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.95
115,872.444574,540.147109,872.475561,540.296103,873.022382,539.891192,930.412067,538.806118,1016.634648,535.008012,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,872.6475057,540.111468,1016.634648,535.008012,930.412067,538.806118,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.958333333
116,867.845896,539.614508,867.594336,539.796562,867.597952,539.438523,927.544714,541.414706,1012.190913,535.597369,998.214654,524.717653,NaN,NaN,894.425495,545.495029,0,0,0,0,867.6793947,539.616531,1012.190913,535.597369,927.544714,541.414706,,-117.765418,9.89766,#VALUE!,#VALUE!,-70.66994,16.697053,#VALUE!,8.489221238,0.966666667
117,862.215738,538.904372,860.954112,538.842895,860.654735,538.792171,921.571061,543.388773,1008.799032,535.676022,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,861.2748617,538.8464793,1008.799032,535.676022,921.571061,543.388773,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.975
118,857.230255,538.682455,857.963812,539.342435,857.074977,538.666429,916.553193,545.292337,1002.949515,536.023017,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,857.4230147,538.8971063,1002.949515,536.023017,916.553193,545.292337,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.983333333
119,852.502641,538.504921,853.346437,538.070878,852.277614,538.389798,912.580097,546.294976,999.477528,535.676022,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,852.7088973,538.3218657,999.477528,535.676022,912.580097,546.294976,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.991666667
120,848.161833,537.794786,848.465213,537.889227,847.75801,537.822538,907.179157,548.363046,995.686783,535.5208,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,848.128352,537.835517,995.686783,535.5208,907.179157,548.363046,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1
121,841.887,537.572868,841.341263,537.117211,840.874484,537.822538,902.445749,549.45975,991.771751,535.676022,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,841.3675823,537.5042057,991.771751,535.676022,902.445749,549.45975,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.008333333
122,839.351281,535.708763,836.416064,535.754829,836.848271,535.72126,897.166178,550.74446,987.235286,535.5208,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,837.5385387,535.728284,987.235286,535.5208,897.166178,550.74446,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.016666667
123,833.406087,535.792877,832.722164,535.527765,833.601325,534.245894,891.401129,552.593189,982.51239,535.055135,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,833.243192,535.1888453,982.51239,535.055135,891.401129,552.593189,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.025
124,827.389125,533.840005,829.173695,533.625687,827.540359,533.307025,886.940802,554.034571,970.705152,535.882984,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,828.034393,533.5909057,970.705152,535.882984,886.940802,554.034571,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.033333333
125,823.778948,534.55014,824.443939,533.625687,825.332436,534.245894,882.055682,556.008637,967.038693,535.624281,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,824.518441,534.1405737,967.038693,535.624281,882.055682,556.008637,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.041666667
126,819.882248,533.840005,820.456873,533.222018,821.219637,533.307025,876.927823,557.544022,961.632221,535.313838,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,820.519586,533.4563493,961.632221,535.313838,876.927823,557.544022,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.05
127,817.475463,533.603293,817.173407,532.777982,815.764768,532.994069,872.285441,557.982704,957.220042,535.055135,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,816.804546,533.1251147,957.220042,535.055135,872.285441,557.982704,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.058333333
128,812.031545,533.011514,810.215585,531.728443,808.881242,531.965784,864.786955,556.770505,952.37286,534.589469,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,810.376124,532.235247,952.37286,534.589469,864.786955,556.770505,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.066666667
129,805.441538,531.768777,804.743141,531.082573,804.811737,531.429287,858.556657,556.436272,946.593528,534.434247,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,804.9988053,531.426879,946.593528,534.434247,858.556657,556.436272,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.075
130,801.201012,531.768777,800.443364,531.244041,800.785524,531.429287,853.620966,556.575535,940.565622,534.227285,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,800.8099667,531.4807017,940.565622,534.227285,853.620966,556.575535,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.083333333
131,796.960486,530.82193,798.293475,531.244041,800.763919,531.251825,849.386521,555.600688,936.588446,533.865101,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,798.6726267,531.105932,936.588446,533.865101,849.386521,555.600688,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.091666667
132,793.923353,530.82193,795.283631,530.880739,795.530323,530.774939,841.322195,553.261053,932.238411,533.709879,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,794.9124357,530.8258693,932.238411,533.709879,841.322195,553.261053,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.1
133,789.682827,530.52604,791.140209,530.678904,791.83602,531.053123,838.058706,550.782155,927.888376,533.347695,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,790.886352,530.752689,927.888376,533.347695,838.058706,550.782155,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.108333333
134,785.55691,531.354531,786.215009,530.396336,787.218141,531.053123,829.612647,543.824782,923.786914,532.623326,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,786.33002,530.9346633,923.786914,532.623326,829.612647,543.824782,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.116666667
135,780.972558,531.354531,781.954321,531.526609,783.600802,531.251825,827.347084,540.44531,918.815445,532.261142,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,782.1758937,531.377655,918.815445,532.261142,827.347084,540.44531,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.125
136,776.643046,531.657533,777.029121,532.091745,776.94336,531.450528,824.469279,535.290788,914.403266,532.157661,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,776.8718423,531.7332687,914.403266,532.157661,824.469279,535.290788,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.133333333
137,772.822753,532.393969,772.885699,532.091745,773.249057,532.086375,821.688271,527.731334,910.053231,532.261142,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,772.9858363,532.1906963,910.053231,532.261142,821.688271,527.731334,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.141666667
138,769.35902,533.288214,768.976811,533.222018,769.670201,532.920926,818.557077,520.279209,905.703196,532.261142,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,769.335344,533.1437193,905.703196,532.261142,818.557077,520.279209,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.15
139,764.876542,534.129856,764.325233,534.473391,765.167769,534.391324,812.031473,514.220331,901.788164,532.416364,NaN,NaN,862.347012,553.541302,790.353944,540.264207,0,0,0,0,764.789848,534.3315237,901.788164,532.416364,812.031473,514.220331,,-111.43422,7.847843,-50.315539,-39.320971,#VALUE!,#VALUE!,42.03563528,#VALUE!,1.158333333
140,760.801562,534.971498,760.2209,534.917427,761.127125,534.748988,806.643359,510.201687,897.748846,533.502916,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,760.716529,534.8793043,897.748846,533.502916,806.643359,510.201687,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.166666667
141,757.13408,536.812589,753.915917,536.28786,754.759992,536.404164,803.171019,508.903357,891.596653,534.796432,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,755.2699963,536.5015377,891.596653,534.796432,803.171019,508.903357,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.175
142,748.576623,538.285463,748.287117,537.79489,747.730554,538.25872,800.357227,507.728676,886.548973,536.366384,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,748.198098,538.1130243,886.548973,536.366384,800.357227,507.728676,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.183333333
143,744.297894,539.653131,743.700688,539.481328,741.727311,539.742365,795.068894,507.882245,881.74322,537.470184,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,743.2419643,539.625608,881.74322,537.470184,795.068894,507.882245,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.191666667
