0,pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y,pt6_cam1_X,pt6_cam1_Y,pt7_cam1_X,pt7_cam1_Y,leftx,lefty,rightx,righty,eyex,eyey,tailx,taily,wristx,wristy,,body vector x,body vector y,wing vec down x,wing vec down y,wing vec up x,wing vec  up y,downangle,upangle,time
159,590.837466,416.972831,590.873835,417.208183,590.548703,417.088365,600.012446,416.929577,674.763487,419.031441,NaN,NaN,NaN,NaN,0,0,0,0,590.7533347,417.089793,674.763487,419.031441,600.012446,416.929577,,-84.01015233,-1.941648,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.325
160,587.70288,416.110988,587.665627,415.921649,587.640178,416.11577,597.47867,417.951396,672.488345,418.609967,NaN,NaN,NaN,NaN,0,0,0,0,587.6695617,416.049469,672.488345,418.609967,597.47867,417.951396,,-84.81878333,-2.560498,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.333333333
161,584.754048,415.337538,584.799869,415.441343,584.731654,415.760399,595.975582,419.05496,669.441279,418.648283,NaN,NaN,NaN,NaN,0,0,0,0,584.761857,415.5130933,669.441279,418.648283,595.975582,419.05496,,-84.679422,-3.135189667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.341666667
162,581.712339,414.365201,581.73585,414.583653,581.606956,414.712989,592.411116,419.954161,666.678606,418.648283,NaN,NaN,NaN,NaN,0,0,0,0,581.6850483,414.5539477,666.678606,418.648283,592.411116,419.954161,,-84.99355767,-4.094335333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.35
163,578.639246,413.688654,578.990413,413.462468,578.541215,413.572061,590.306793,419.954161,664.182195,418.20421,NaN,NaN,NaN,NaN,0,0,0,0,578.7236247,413.5743943,664.182195,418.20421,590.306793,419.954161,,-85.45857033,-4.629815667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.358333333
164,575.281929,412.876737,575.529875,412.791565,575.514777,412.973541,587.644181,419.954161,662.232073,418.067976,NaN,NaN,NaN,NaN,0,0,0,0,575.4421937,412.8806143,662.232073,418.067976,587.644181,419.954161,,-86.78987933,-5.187361667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.366666667
165,572.034687,412.195774,572.165463,412.044422,572.252514,412.31891,584.638005,419.954161,658.006808,417.114338,NaN,NaN,NaN,NaN,0,0,0,0,572.150888,412.1863687,658.006808,417.114338,584.638005,419.954161,,-85.85592,-4.927969333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.375
166,569.50294,411.593383,569.457912,411.830952,569.226077,411.907427,581.073539,419.954161,655.442759,416.228817,NaN,NaN,NaN,NaN,0,0,0,0,569.395643,411.777254,655.442759,416.228817,581.073539,419.954161,,-86.047116,-4.451563,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.383333333
167,566.118103,411.410047,566.205647,411.175296,565.992047,411.254119,577.723801,419.05496,652.228669,415.990408,NaN,NaN,NaN,NaN,0,0,0,0,566.1052657,411.2798207,652.228669,415.990408,577.723801,419.05496,,-86.12340333,-4.710587333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.391666667
168,563.008457,410.807657,562.793171,410.916084,562.707947,410.888357,573.729881,417.501795,648.942352,415.173004,NaN,NaN,NaN,NaN,0,0,0,0,562.836525,410.8706993,648.942352,415.173004,573.729881,417.501795,,-86.105827,-4.302304667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.4
169,560.339115,410.807657,559.781221,410.641623,559.720815,410.788603,569.644465,416.419153,645.692148,414.594009,NaN,NaN,NaN,NaN,0,0,0,0,559.9470503,410.745961,645.692148,414.594009,569.644465,416.419153,,-85.74509767,-3.848048,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.408333333
170,557.339544,410.571939,557.249902,410.504393,556.978242,410.738727,564.109285,414.965899,641.611337,413.606313,NaN,NaN,NaN,NaN,0,0,0,0,557.1892293,410.6050197,641.611337,413.606313,564.109285,414.965899,,-84.42210767,-3.001293333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.416666667
171,553.817113,410.467175,554.392801,410.587142,554.148327,410.372965,558.764972,411.805072,639.444535,413.265728,NaN,NaN,NaN,NaN,0,0,0,0,554.1194137,410.4757607,639.444535,413.265728,558.764972,411.805072,,-85.32512133,-2.789967333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.425
172,551.312884,410.676702,550.918022,410.731714,551.370817,410.738727,552.771708,407.009335,636.302672,412.31209,NaN,NaN,NaN,NaN,0,0,0,0,551.2005743,410.7157143,636.302672,412.31209,552.771708,407.009335,,-85.10209767,-1.596375667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.433333333
173,548.533466,410.938611,548.848345,410.912429,548.331279,410.788603,550.29042,404.466141,632.546881,411.903388,NaN,NaN,NaN,NaN,0,0,0,0,548.57103,410.879881,632.546881,411.903388,550.29042,404.466141,,-83.975851,-1.023507,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.441666667
174,545.643971,410.938611,545.791299,410.894357,545.431489,410.738727,548.229042,402.104604,629.441131,410.779457,NaN,NaN,NaN,NaN,0,0,0,0,545.622253,410.8572317,629.441131,410.779457,548.229042,402.104604,,-83.818878,0.077774667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.45
175,542.505568,411.537377,542.278544,411.599145,541.91278,411.36894,545.556886,398.725789,625.377425,410.575405,NaN,NaN,605.540853,426.118549,0,0,0,0,542.2322973,411.5018207,625.377425,410.575405,545.556886,398.725789,,-83.14512767,0.926415667,-59.983967,-27.39276,#VALUE!,#VALUE!,25.18303619,#VALUE!,1.458333333
176,539.301134,412.049554,539.392388,412.231647,539.117802,412.13741,540.747005,394.002715,622.063251,410.352148,NaN,NaN,NaN,NaN,0,0,0,0,539.2704413,412.139537,622.063251,410.352148,540.747005,394.002715,,-82.79280967,1.787389,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.466666667
177,536.267929,412.747978,536.240403,412.864149,535.95016,412.945289,538.265717,390.478575,618.309442,410.256466,NaN,NaN,NaN,NaN,0,0,0,0,536.1528307,412.852472,618.309442,410.256466,538.265717,390.478575,,-82.15661133,2.596006,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.475
178,533.16134,413.469682,532.575745,413.713508,532.140708,413.694054,536.577514,386.067716,613.879271,410.256466,NaN,NaN,NaN,NaN,0,0,0,0,532.625931,413.625748,613.879271,410.256466,536.577514,386.067716,,-81.25334,3.369282,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.483333333
179,529.125221,414.28451,528.683233,414.309867,528.70392,414.206368,533.8177,384.086985,610.429824,410.798661,NaN,NaN,NaN,NaN,0,0,0,0,528.837458,414.266915,610.429824,410.798661,533.8177,384.086985,,-81.592366,3.468254,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.491666667
180,525.456022,415.099337,525.212796,415.177849,524.977283,415.171881,531.465071,383.053561,606.168744,410.926237,NaN,NaN,NaN,NaN,0,0,0,0,525.215367,415.149689,606.168744,410.926237,531.465071,383.053561,,-80.953377,4.223452,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.5
181,521.479338,416.494022,521.58963,416.420096,521.366916,416.186897,528.479043,382.321551,602.347298,411.819264,NaN,NaN,NaN,NaN,0,0,0,0,521.478628,416.367005,602.347298,411.819264,528.479043,382.321551,,-80.86867,4.547741,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.508333333
182,517.543782,417.301089,517.358852,417.2554,517.355029,417.255311,525.493014,383.311917,598.187672,412.712291,NaN,NaN,NaN,NaN,0,0,0,0,517.419221,417.2706,598.187672,412.712291,525.493014,383.311917,,-80.768451,4.558309,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.516666667
183,513.390792,418.397873,513.420629,418.112122,513.232724,418.183605,522.461743,384.43146,593.453138,413.605319,NaN,NaN,NaN,NaN,0,0,0,0,513.3480483,418.2312,593.453138,413.605319,522.461743,384.43146,,-80.10508967,4.625881,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.525
184,509.390005,419.30841,509.054826,419.01168,509.110419,419.024324,517.756486,385.551004,589.327329,414.243195,NaN,NaN,NaN,NaN,0,0,0,0,509.1850833,419.1148047,589.327329,414.243195,517.756486,385.551004,,-80.14224567,4.871609667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.533333333
185,504.927091,420.328925,504.846553,420.168255,504.712066,420.092738,514.046572,387.058082,585.032431,415.008647,NaN,NaN,NaN,NaN,0,0,0,0,504.82857,420.1966393,585.032431,415.008647,514.046572,387.058082,,-80.203861,5.187992333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.541666667
186,500.288498,421.187344,500.233205,421.110649,500.368924,420.950972,511.603457,388.177625,580.637531,415.490881,NaN,NaN,NaN,NaN,0,0,0,0,500.2968757,421.0829883,580.637531,415.490881,511.603457,388.177625,,-80.34065533,5.592107333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.55
187,496.319924,422.143868,496.282809,421.902321,496.287264,422.01795,509.015783,390.701112,576.028249,416.171283,NaN,NaN,NaN,NaN,0,0,0,0,496.2966657,422.0213797,576.028249,416.171283,509.015783,390.701112,,-79.73158333,5.850096667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.558333333
188,491.835951,423.321129,491.641956,423.063656,491.641492,423.107771,506.298977,393.082668,571.859855,416.851684,NaN,NaN,NaN,NaN,0,0,0,0,491.7064663,423.1641853,571.859855,416.851684,506.298977,393.082668,,-80.15338867,6.312501333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.566666667
189,487.558138,424.105969,487.341165,423.996531,487.48647,423.979628,502.223769,394.511601,568.573237,417.494286,NaN,NaN,NaN,NaN,0,0,0,0,487.4619243,424.027376,568.573237,417.494286,502.223769,394.511601,,-81.11131267,6.53309,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.575
190,483.616349,424.693714,483.240412,424.929406,483.478673,425.007174,498.506035,396.3488,564.044116,417.910087,NaN,NaN,NaN,NaN,0,0,0,0,483.4451447,424.8767647,564.044116,417.910087,498.506035,396.3488,,-80.59897133,6.966677667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.583333333
191,479.426268,425.690679,479.299688,425.633822,479.307293,425.832324,492.428969,398.049911,559.114189,418.363688,NaN,NaN,NaN,NaN,0,0,0,0,479.3444163,425.7189417,559.114189,418.363688,492.428969,398.049911,,-79.76977267,7.355253667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.591666667
192,475.697215,426.569493,475.438978,426.490544,475.446721,426.641906,486.494894,399.002533,555.707328,418.855089,NaN,NaN,NaN,NaN,0,0,0,0,475.527638,426.5673143,555.707328,418.855089,486.494894,399.002533,,-80.17969,7.712225333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.6
193,472.110252,427.35498,471.658283,426.966501,471.430328,427.176903,482.77716,399.614933,551.579015,419.611091,NaN,NaN,NaN,NaN,0,0,0,0,471.7329543,427.166128,551.579015,419.611091,482.77716,399.614933,,-79.84606067,7.555037,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.608333333
194,467.475768,427.89878,467.081853,427.745921,467.155345,427.63359,477.844013,401.384088,547.691186,419.951292,NaN,NaN,NaN,NaN,0,0,0,0,467.2376553,427.7594303,547.691186,419.951292,477.844013,401.384088,,-80.45353067,7.808138333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.616666667
195,463.349173,428.261313,463.205585,428.050533,463.272962,428.18715,474.626743,403.085199,543.763276,420.896295,NaN,NaN,NaN,NaN,0,0,0,0,463.2759067,428.166332,543.763276,420.896295,474.626743,403.085199,,-80.48736933,7.270037,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.625
196,459.857439,429.077011,459.54269,428.642835,459.274253,428.906778,470.909009,404.650221,539.915528,421.463296,NaN,NaN,NaN,NaN,0,0,0,0,459.5581273,428.8755413,539.915528,421.463296,470.909009,404.650221,,-80.35740067,7.412245333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.633333333
197,455.724139,429.439642,454.95518,428.930524,455.272076,429.370704,466.905295,405.602843,537.339846,422.083554,NaN,NaN,NaN,NaN,0,0,0,0,455.3171317,429.2469567,537.339846,422.083554,466.905295,405.602843,,-82.02271433,7.163402667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.641666667
198,451.724517,429.802175,451.683467,429.522826,451.653043,429.764347,463.473541,406.419376,533.06457,422.710755,NaN,NaN,NaN,NaN,0,0,0,0,451.687009,429.6964493,533.06457,422.710755,463.473541,406.419376,,-81.377561,6.985694333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.65
199,448.021162,430.064005,447.167082,429.590518,447.499771,429.780749,459.612817,406.419376,529.549343,423.158757,NaN,NaN,NaN,NaN,0,0,0,0,447.5626717,429.8117573,529.549343,423.158757,459.612817,406.419376,,-81.98667133,6.653000333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.658333333
200,444.233159,430.406397,443.824245,430.115128,443.656703,430.289204,455.966578,407.371998,525.701594,423.741158,NaN,NaN,NaN,NaN,0,0,0,0,443.9047023,430.270243,525.701594,423.741158,455.966578,407.371998,,-81.79689167,6.529085,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.666666667
201,440.275861,430.688367,439.543425,430.212555,440.123837,430.568034,451.533895,407.371998,521.996355,424.278759,NaN,NaN,NaN,NaN,0,0,0,0,439.981041,430.489652,521.996355,424.278759,451.533895,407.371998,,-82.015314,6.210893,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.675
202,435.916483,430.849492,435.607887,430.678875,435.74653,430.912471,448.38812,407.84831,518.148607,424.59236,NaN,NaN,NaN,NaN,0,0,0,0,435.7569667,430.8136127,518.148607,424.59236,448.38812,407.84831,,-82.39164033,6.221252667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.683333333
203,432.678693,431.212025,431.877818,430.859386,432.083965,431.055225,443.383478,408.528754,516.390993,425.174762,NaN,NaN,NaN,NaN,0,0,0,0,432.213492,431.042212,516.390993,425.174762,443.383478,408.528754,,-84.177501,5.86745,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.691666667
204,428.425126,431.212025,428.052918,431.265535,428.346212,431.39055,440.387805,409.320306,513.350797,425.712363,NaN,NaN,NaN,NaN,0,0,0,0,428.274752,431.28937,513.350797,425.712363,440.387805,409.320306,,-85.076045,5.577007,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.7
205,424.743937,431.267052,424.345237,431.030984,424.393998,431.259336,437.051377,409.955387,510.358104,426.787566,NaN,NaN,NaN,NaN,0,0,0,0,424.4943907,431.1857907,510.358104,426.787566,437.051377,409.955387,,-85.86371333,4.398224667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.708333333
206,421.207528,431.732527,420.397406,431.498975,420.564333,431.638399,432.666357,410.409017,506.795374,427.101167,NaN,NaN,NaN,NaN,0,0,0,0,420.723089,431.6233003,506.795374,427.101167,432.666357,410.409017,,-86.072285,4.522133333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.716666667
207,417.520632,431.428178,416.885101,431.498975,416.887855,431.594661,428.948623,411.361639,504.654086,427.16734,NaN,NaN,NaN,NaN,0,0,0,0,417.0978627,431.5072713,504.654086,427.16734,428.948623,411.361639,,-87.55622333,4.339931333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.725
208,413.796116,431.643012,412.838925,431.338521,413.257332,431.39055,424.372951,412.314261,501.30424,427.724853,NaN,NaN,NaN,NaN,0,0,0,0,413.2974577,431.457361,501.30424,427.724853,424.372951,412.314261,,-88.00678233,3.732508,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.733333333
209,410.165653,431.732527,409.101832,431.44549,409.668851,431.574682,421.036523,412.76789,497.475844,428.468203,NaN,NaN,NaN,NaN,0,0,0,0,409.6454453,431.584233,497.475844,428.468203,421.036523,412.76789,,-87.83039867,3.11603,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.741666667
210,406.572811,431.499789,405.645724,431.204809,406.264447,431.347765,417.271125,413.493698,494.210449,428.94607,NaN,NaN,NaN,NaN,0,0,0,0,406.160994,431.3507877,494.210449,428.94607,417.271125,413.493698,,-88.049455,2.404717667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.75
211,402.942348,431.320761,402.372757,430.897226,402.810877,431.255609,413.553391,414.083416,491.367302,429.68942,NaN,NaN,NaN,NaN,0,0,0,0,402.7086607,431.1578653,491.367302,429.68942,413.553391,414.083416,,-88.65864133,1.468445333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.758333333
212,400.083793,431.428549,398.763669,430.790256,399.351506,431.2178,409.618772,414.865481,486.241692,429.670631,NaN,NaN,NaN,NaN,0,0,0,0,399.399656,431.145535,486.241692,429.670631,409.618772,414.865481,,-86.842036,1.474904,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.766666667
213,396.449846,431.301239,395.654108,430.623859,396.016705,430.9945,406.229385,416.209569,483.500166,429.869518,NaN,NaN,NaN,NaN,0,0,0,0,396.0402197,430.9731993,483.500166,429.869518,406.229385,416.209569,,-87.45994633,1.103681333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.775
214,392.726723,430.749566,391.6808,430.411264,392.369477,430.718033,402.04914,417.876237,478.702496,430.217571,NaN,NaN,NaN,NaN,0,0,0,0,392.259,430.6262877,478.702496,430.217571,402.04914,417.876237,,-86.443496,0.408716667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.783333333
215,389.739307,430.749566,388.666981,430.411264,389.254809,430.610517,398.094855,419.75796,476.42896,430.431041,NaN,NaN,NaN,NaN,0,0,0,0,389.2203657,430.590449,476.42896,430.431041,398.094855,419.75796,,-87.20859433,0.159408,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.791666667
216,386.417479,429.922056,385.403399,429.793218,385.928657,429.938204,394.14057,421.478392,473.308238,430.659953,NaN,NaN,NaN,NaN,0,0,0,0,385.9165117,429.8844927,473.308238,430.659953,394.14057,421.478392,,-87.39172633,-0.775460333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.8
217,382.516002,429.476474,381.690242,429.412882,382.371086,429.351136,390.638204,423.037533,470.846335,431.248583,NaN,NaN,NaN,NaN,0,0,0,0,382.1924433,429.4134973,470.846335,431.248583,390.638204,423.037533,,-88.65389167,-1.835085667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.808333333
218,378.324702,428.882365,377.394303,428.525432,378.167987,428.682153,386.175511,424.919256,468.835203,431.641004,NaN,NaN,NaN,NaN,0,0,0,0,377.9623307,428.69665,468.835203,431.641004,386.175511,424.919256,,-90.87287233,-2.944354,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.816666667
219,374.71305,428.521655,373.875928,428.460472,374.510001,428.450056,383.238042,426.370871,465.818504,432.066126,NaN,NaN,NaN,NaN,0,0,0,0,374.3663263,428.4773943,465.818504,432.066126,383.238042,426.370871,,-91.45217767,-3.588731667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.825
220,371.368927,428.033637,370.50134,427.671628,370.938084,427.97221,380.526532,427.822485,463.009854,432.393142,NaN,NaN,NaN,NaN,0,0,0,0,370.936117,427.8924917,463.009854,432.393142,380.526532,427.822485,,-92.073737,-4.500650333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.833333333
221,368.180863,427.609272,367.46717,427.1786,367.690875,427.067272,377.250125,427.876249,459.819782,432.523949,426.5976,418.855799,NaN,NaN,0,0,0,0,367.779636,427.285048,459.819782,432.523949,377.250125,427.876249,,-92.040146,-5.238901,#VALUE!,#VALUE!,-49.347475,9.02045,#VALUE!,13.61673495,1.841666667
222,364.704231,426.90145,363.115728,426.629225,363.891032,426.302719,374.312656,428.521411,456.733735,432.360441,NaN,NaN,NaN,NaN,0,0,0,0,363.9036637,426.6111313,456.733735,432.360441,374.312656,428.521411,,-92.83007133,-5.749309667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.85
223,361.731678,426.165886,359.681936,426.24889,360.818005,425.987189,370.866779,429.757971,454.133133,432.033424,NaN,NaN,NaN,NaN,0,0,0,0,360.743873,426.1339883,454.133133,432.033424,370.866779,429.757971,,-93.38926,-5.899435667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.858333333
224,358.283516,425.67551,357.537836,425.484011,357.706724,425.356129,365.38727,431.102059,449.452049,431.902617,NaN,NaN,NaN,NaN,0,0,0,0,357.842692,425.5052167,449.452049,431.902617,365.38727,431.102059,,-91.609357,-6.397400333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.866666667
225,354.637183,425.430322,353.712442,424.798068,354.173106,424.774356,361.997883,431.317113,447.024821,431.706407,NaN,NaN,NaN,NaN,0,0,0,0,354.1742437,425.0009153,447.024821,431.706407,361.997883,431.317113,,-92.85057733,-6.705491667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.875
226,351.684447,424.694757,350.496893,423.927448,351.316848,424.288925,358.213067,432.069802,443.557351,430.888865,NaN,NaN,NaN,NaN,0,0,0,0,351.1660627,424.30371,443.557351,430.888865,358.213067,432.069802,,-92.39128833,-6.585155,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.883333333
227,348.216468,424.034636,347.212044,423.584477,347.389493,423.803495,356.069147,432.213642,440.401954,430.332936,NaN,NaN,NaN,NaN,0,0,0,0,347.6060017,423.807536,440.401954,430.332936,356.069147,432.213642,,-92.79595233,-6.5254,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.891666667
228,344.907025,423.600841,343.941055,423.056828,344.329217,423.107711,352.955932,432.213642,437.350581,429.809709,NaN,NaN,NaN,NaN,0,0,0,0,344.3924323,423.2551267,437.350581,429.809709,352.955932,432.213642,,-92.95814867,-6.554582333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.9
229,341.637216,423.204768,340.702246,422.786526,341.302943,422.881177,349.842717,431.353426,433.255733,429.275172,NaN,NaN,NaN,NaN,0,0,0,0,341.214135,422.9574903,433.255733,429.275172,349.842717,431.353426,,-92.041598,-6.317681667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.908333333
230,338.354079,423.157906,336.987733,422.346819,338.334357,422.49613,344.821403,429.967522,430.442944,428.655051,NaN,NaN,NaN,NaN,0,0,0,0,337.8920563,422.6669517,430.442944,428.655051,344.821403,429.967522,,-92.55088767,-5.988099333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.916666667
231,335.065921,422.889666,333.753704,422.118171,334.722475,422.366682,338.243481,427.673613,427.009151,427.828223,NaN,NaN,NaN,NaN,0,0,0,0,334.5140333,422.458173,427.009151,427.828223,338.243481,427.673613,,-92.49511767,-5.37005,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.925
232,332.106579,422.7779,330.187032,421.871935,331.337281,422.438598,335.632398,426.335499,424.452071,427.104749,NaN,NaN,NaN,NaN,0,0,0,0,331.2102973,422.362811,424.452071,427.104749,335.632398,426.335499,,-93.24177367,-4.741938,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.933333333
233,328.724474,422.71084,327.525888,421.731229,328.28456,422.03587,332.569396,424.519487,422.150698,426.140116,NaN,NaN,NaN,NaN,0,0,0,0,328.1783073,422.159313,422.150698,426.140116,332.569396,424.519487,,-93.97239067,-3.980803,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.941666667
234,325.318882,422.800253,324.217939,421.871935,324.793578,422.03587,325.690195,420.983043,418.242019,425.106582,NaN,NaN,NaN,NaN,0,0,0,0,324.7767997,422.2360193,418.242019,425.106582,325.690195,420.983043,,-93.46521933,-2.870562667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.95
235,321.607961,422.800253,320.893644,421.964138,321.619958,422.179701,322.627194,418.259026,414.589047,424.279754,NaN,NaN,NaN,NaN,0,0,0,0,321.3738543,422.3146973,414.589047,424.279754,322.627194,418.259026,,-93.21519267,-1.965056667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.958333333
236,318.648618,422.666133,318.287257,422.047519,318.234764,422.438598,319.162487,415.535009,411.118724,423.177317,NaN,NaN,NaN,NaN,0,0,0,0,318.390213,422.3840833,411.118724,423.177317,319.162487,415.535009,,-92.728511,-0.793233667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.966666667
237,315.570175,423.271484,314.979991,422.693726,314.683332,422.683111,316.300338,412.619832,407.538811,422.38494,NaN,NaN,360.028825,429.266483,0,0,0,0,315.0778327,422.8827737,407.538811,422.38494,316.300338,412.619832,,-92.46097833,0.497833667,-43.728487,-16.646651,#VALUE!,#VALUE!,21.14942422,#VALUE!,1.975
238,312.355088,423.827834,311.4318,423.506695,311.321155,423.039227,312.785418,408.892229,404.360726,421.627015,NaN,NaN,NaN,NaN,0,0,0,0,311.702681,423.4579187,404.360726,421.627015,312.785418,408.892229,,-92.658045,1.830903667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.983333333
239,309.056491,424.761706,308.759705,424.236283,308.21806,423.844682,310.124121,405.069047,401.730586,421.006894,NaN,NaN,NaN,NaN,0,0,0,0,308.6780853,424.2808903,401.730586,421.006894,310.124121,405.069047,,-93.05250067,3.273996333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.991666667
