frame,pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y,pt6_cam1_X,pt6_cam1_Y,pt7_cam1_X,pt7_cam1_Y,leftx,lefty,rightx,righty,eyex,eyey,tailx,taily,wristx,wristy,,body vector x,body vector y,wing vec down x,wing vec down y,wing vec up x,wing vec  up y,downangle,upangle,time
0,297.57623,326.70307,297.927765,326.689815,297.593927,326.632653,249.847662,331.047881,243.258854,314.931092,NaN,NaN,NaN,NaN,110.649243,647.544771,1869.426411,604.856122,297.6993073,326.6751793,243.258854,314.931092,249.847662,331.047881,,54.44045333,11.74408733,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0
1,300.150643,325.845525,300.71488,325.44761,300.676154,325.655215,255.460188,333.051447,243.17866,316.87172,NaN,NaN,NaN,NaN,0,0,0,0,300.5138923,325.64945,243.17866,316.87172,255.460188,333.051447,,57.33523233,8.77773,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.008333333
2,301.041786,325.464394,302.035092,325.052363,302.395952,325.131201,258.628549,333.74834,243.018272,318.191347,NaN,NaN,NaN,NaN,0,0,0,0,301.8242767,325.215986,243.018272,318.191347,258.628549,333.74834,,58.80600467,7.024639,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.016666667
3,302.130961,324.845056,303.41398,324.064246,304.817454,324.10591,261.344287,335.316348,243.17866,320.2096,NaN,NaN,NaN,NaN,0,0,0,0,303.4541317,324.338404,243.17866,320.2096,261.344287,335.316348,,60.27547167,4.128804,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.025
4,304.275993,323.670095,305.467643,323.076129,306.381053,323.027358,263.697927,334.619456,243.740018,320.520101,NaN,NaN,NaN,NaN,0,0,0,0,305.3748963,323.2578607,243.740018,320.520101,263.697927,334.619456,,61.63487833,2.737759667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.033333333
5,306.796517,322.469242,307.169249,322.088012,307.996623,322.498504,264.965271,334.096786,244.78254,321.994978,NaN,NaN,NaN,NaN,0,0,0,0,307.3207963,322.3519193,244.78254,321.994978,264.965271,334.096786,,62.53825633,0.356941333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.041666667
6,308.758565,321.301777,308.841517,321.382213,309.085146,321.575299,266.866288,334.967902,245.424092,322.848855,NaN,NaN,NaN,NaN,0,0,0,0,308.895076,321.419763,245.424092,322.848855,266.866288,334.967902,,63.470984,-1.429092,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.05
7,310.626779,321.014132,310.895181,320.874039,311.612734,320.882895,269.310452,334.096786,246.546808,323.004105,NaN,NaN,NaN,NaN,0,0,0,0,311.044898,320.9236887,246.546808,323.004105,269.310452,334.096786,,64.49809,-2.080416333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.058333333
8,312.793908,320.079288,312.802153,319.801226,314.19567,319.640119,270.034649,333.399894,247.669524,323.159355,NaN,NaN,NaN,NaN,0,0,0,0,313.2639103,319.840211,247.669524,323.159355,270.034649,333.399894,,65.59438633,-3.319144,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.066666667
9,314.886309,319.024591,315.261783,319.133013,316.280468,318.69916,272.659862,333.74834,249.834762,324.168482,NaN,NaN,NaN,NaN,0,0,0,0,315.4761867,318.9522547,249.834762,324.168482,272.659862,333.74834,,65.64142467,-5.216227333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.075
