frame,pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y,pt6_cam1_X,pt6_cam1_Y,pt7_cam1_X,pt7_cam1_Y,pt8_cam1_X,pt8_cam1_Y,leftx,lefty,rightx,righty,eyex,eyey,tailx,taily,wristx,wristy,,body vector x,body vector y,wing vec down x,wing vec down y,wing vec up x,wing vec  up y,downangle,upangle,time
20,1256.07019,560.670625,1255.709351,560.615366,1253.959048,560.053114,1332.479752,569.887843,1399.616907,570.597287,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1255.246196,560.4463683,1399.616907,570.597287,1332.479752,569.887843,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.166666667
21,1251.974206,560.574681,1251.883499,560.166817,1251.463388,560.45642,1328.742099,571.750226,1394.376784,569.822189,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1251.773698,560.399306,1394.376784,569.822189,1328.742099,571.750226,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.175
22,1248.612202,560.072626,1248.113911,560.05468,1246.269718,558.977631,1325.615409,573.326089,1389.920231,569.639813,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1247.665277,559.7016457,1389.920231,569.639813,1325.615409,573.326089,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.183333333
23,1245.268966,560.072626,1244.344322,558.821172,1241.818,558.641542,1320.440197,574.794507,1386.345193,569.138279,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1243.810429,559.1784467,1386.345193,569.138279,1320.440197,574.794507,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.191666667
24,1239.868354,558.705771,1237.956526,557.504574,1236.961581,557.969365,1314.222755,576.441999,1383.161941,568.864715,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1238.262154,558.0599033,1383.161941,568.864715,1314.222755,576.441999,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.2
25,1235.324982,557.680629,1234.900702,557.294555,1233.184366,557.566059,1309.263178,578.340198,1379.978689,568.545557,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1234.470017,557.5137477,1379.978689,568.545557,1309.263178,578.340198,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.208333333
26,1233.010434,558.1932,1232.213685,557.819604,1231.295759,557.22997,1302.904614,579.613233,1375.571109,566.721796,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1232.173293,557.7475913,1375.571109,566.721796,1302.904614,579.613233,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.216666667
27,1226.838306,557.338915,1226.892336,555.929425,1226.557882,555.972891,1297.697456,580.313617,1371.406748,565.802873,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1226.762841,556.4137437,1371.406748,565.802873,1297.697456,580.313617,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.225
28,1225.038102,556.399202,1224.310692,555.929425,1222.660755,555.614396,1294.694556,580.982165,1369.317228,565.424611,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1224.003183,555.9810077,1369.317228,565.424611,1294.694556,580.982165,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.233333333
29,1221.266246,555.715775,1221.096808,555.299366,1219.243275,555.255902,1289.99853,581.650713,1365.080147,567.802254,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1220.535443,555.423681,1365.080147,567.802254,1289.99853,581.650713,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.241666667
30,1217.237218,554.690634,1216.302326,554.511791,1215.526016,554.658411,1286.420606,582.160082,1361.017193,567.261881,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1216.355187,554.6202787,1361.017193,567.261881,1286.420606,582.160082,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.25
31,1212.865294,554.007206,1212.034709,553.409187,1209.77026,553.104935,1280.414805,582.03274,1357.244449,567.099769,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1211.556754,553.5071093,1357.244449,567.099769,1280.414805,582.03274,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.258333333
32,1209.093438,554.34892,1209.295005,552.831632,1206.652559,553.523178,1275.910454,581.141343,1354.052128,566.937657,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1208.347001,553.56791,1354.052128,566.937657,1275.910454,581.141343,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.266666667
33,1204.292894,552.554922,1204.131717,550.941453,1204.554107,553.762175,1271.374157,579.040192,1349.931131,566.181134,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1204.326239,552.4195167,1349.931131,566.181134,1271.374157,579.040192,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.275
34,1201.035382,552.554922,1200.707086,550.941453,1201.076671,554.001171,1268.339311,576.366001,1345.868177,565.802873,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1200.939713,552.499182,1345.868177,565.802873,1268.339311,576.366001,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.283333333
35,1196.49201,552.12778,1197.282456,551.308988,1196.939721,552.268448,1266.294783,572.67307,1342.617813,565.802873,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1196.904729,551.9017387,1342.617813,565.802873,1266.294783,572.67307,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.291666667
36,1193.834566,552.554922,1193.383646,550.941453,1193.40233,551.192964,1262.429347,568.311592,1339.077239,564.668088,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1193.540181,551.563113,1339.077239,564.668088,1262.429347,568.311592,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.3
37,1189.462642,551.615209,1189.906329,552.044057,1189.325336,551.551459,1258.755586,563.727264,1335.188411,563.911566,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1189.564769,551.7369083,1335.188411,563.911566,1258.755586,563.727264,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.308333333
38,1185.862234,552.896636,1183.794681,551.834038,1185.248342,552.208699,1256.61522,557.582991,1331.125457,563.641379,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1184.968419,552.3131243,1331.125457,563.641379,1256.61522,557.582991,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.316666667
39,1182.004654,554.690634,1180.791544,553.409187,1181.411172,554.180418,1253.45528,551.803923,1327.294671,562.668707,NaN,NaN,1316.927247,584.642029,1209.374552,561.979367,0,0,0,0,1181.402457,554.093413,1327.294671,562.668707,1253.45528,551.803923,,-117.920119,-0.68934,-63.471967,-32.838106,#VALUE!,#VALUE!,27.02047778,#VALUE!,0.325
40,1178.661418,556.142917,1177.946467,555.456881,1178.713161,555.913142,1248.949746,546.559301,1323.463886,562.668707,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1178.440349,555.8376467,1323.463886,562.668707,1248.949746,546.559301,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.333333333
41,1175.403906,556.142917,1174.416463,555.87692,1175.175769,556.03264,1244.595659,544.78594,1318.936593,562.668707,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1174.998713,556.0174923,1318.936593,562.668707,1244.595659,544.78594,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.341666667
42,1169.660398,557.509772,1169.621981,556.979525,1168.640588,557.167872,1240.960942,541.503335,1314.293217,563.533304,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1169.307656,557.2190563,1314.293217,563.533304,1240.960942,541.503335,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.35
43,1164.602682,558.791199,1164.722125,558.082129,1164.863373,558.123858,1235.925345,538.899889,1310.462431,563.695416,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1164.729393,558.3323953,1310.462431,563.695416,1235.925345,538.899889,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.358333333
44,1159.716414,559.730912,1160.559882,558.922209,1160.366689,559.378588,1230.889748,537.54157,1307.154026,563.263117,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1160.214328,559.343903,1307.154026,563.263117,1230.889748,537.54157,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.366666667
45,1153.029942,561.097767,1152.393456,560.602368,1154.491022,560.454072,1225.702705,538.069805,1296.880905,565.144029,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1153.304807,560.718069,1296.880905,565.144029,1225.702705,538.069805,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.375
46,1149.095131,562.215849,1148.705393,561.389942,1149.634603,561.708802,1217.562454,538.447116,1293.028622,565.208073,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1149.145042,561.771531,1293.028622,565.208073,1217.562454,538.447116,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.383333333
47,1145.361374,563.810513,1144.54315,563.070101,1145.018007,562.844035,1213.05692,539.805435,1288.144478,565.656383,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1144.974177,563.2415497,1288.144478,565.656383,1213.05692,539.805435,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.391666667
48,1140.56083,564.493941,1140.32822,564.435231,1140.221544,564.517009,1208.39994,540.824175,1282.572426,566.488958,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1140.370198,564.4820603,1282.572426,566.488958,1208.39994,540.824175,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.4
49,1136.29368,565.936732,1136.161816,565.40834,1135.784815,565.1145,1203.440066,542.597536,1278.032236,566.80918,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1136.080104,565.486524,1278.032236,566.80918,1203.440066,542.597536,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.408333333
50,1133.093317,566.088605,1132.313452,566.342529,1130.86844,566.906972,1198.480192,543.201234,1273.90479,567.193445,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1132.091736,566.4460353,1273.90479,567.193445,1198.480192,543.201234,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.416666667
51,1125.778203,566.999842,1127.379653,568.161741,1125.472419,567.564212,1194.580444,544.823671,1268.401529,567.449622,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1126.210092,567.575265,1268.401529,567.449622,1194.580444,544.823671,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.425
52,1120.977659,568.138888,1123.383275,568.997596,1122.594541,568.460448,1190.870004,545.955604,1263.10464,568.730508,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1122.318492,568.5323107,1263.10464,568.730508,1190.870004,545.955604,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.433333333
53,1115.872318,569.505743,1116.475956,569.784282,1116.718874,569.416434,1185.758684,548.559049,1260.077847,569.434994,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1116.355716,569.5688197,1260.077847,569.434994,1185.758684,548.559049,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.441666667
54,1112.671956,570.872598,1112.627592,569.538442,1113.78104,570.491917,1181.57941,550.442571,1254.299423,570.139481,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1113.026863,570.3009857,1254.299423,570.139481,1181.57941,550.442571,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.45
55,1104.975845,571.783835,1105.374907,571.013479,1104.974948,570.867735,1176.912613,552.738112,1249.621651,570.779924,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1105.108567,571.221683,1249.621651,570.779924,1176.912613,552.738112,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.458333333
56,1100.3277,572.543199,1100.441107,572.046005,1100.125191,571.7175,1172.784293,554.497033,1242.32983,571.484411,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1100.297999,572.1022347,1242.32983,571.484411,1172.784293,554.497033,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.466666667
57,1096.670142,572.543199,1096.050025,572.046005,1094.529317,571.82372,1168.237158,556.494452,1239.165455,571.484411,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1095.749828,572.1376413,1239.165455,571.484411,1168.237158,556.494452,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.475
58,1091.793399,572.998817,1091.560268,572.63602,1091.171793,573.735691,1163.00197,558.193749,1235.038009,571.740588,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1091.508487,573.1235093,1235.038009,571.740588,1163.00197,558.193749,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.483333333
59,1086.688059,573.378499,1086.626468,573.668545,1086.428623,573.68258,1158.694158,560.399853,1230.497819,571.932721,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1086.58105,573.5765413,1230.497819,571.932721,1158.694158,560.399853,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.491666667
60,1081.049324,573.758181,1081.248627,573.816049,1080.619573,573.948132,1152.68117,562.278023,1224.444232,572.765296,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1080.972508,573.8407873,1224.444232,572.765296,1152.68117,562.278023,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.5
61,1077.086971,574.593482,1076.758869,573.668545,1076.995579,573.68258,1147.954542,563.738822,1220.454368,573.085517,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1076.94714,573.9815357,1220.454368,573.085517,1147.954542,563.738822,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.508333333
62,1072.286427,574.137863,1072.219773,573.816049,1073.264997,573.948132,1142.659523,565.408307,1214.675943,573.213606,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1072.590399,573.967348,1214.675943,573.213606,1142.659523,565.408307,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.516666667
63,1068.857467,574.593482,1065.623893,573.559869,1068.148769,574.213683,1137.603827,566.809481,1209.447846,574.302358,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1067.543376,574.1223447,1209.447846,574.302358,1137.603827,566.809481,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.525
64,1062.990135,574.973164,1061.632997,574.47767,1059.834899,573.948132,1132.639395,567.84464,1205.457981,574.814712,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1061.48601,574.466322,1205.457981,574.814712,1132.639395,567.84464,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.533333333
65,1056.284613,574.973164,1055.931718,573.822098,1055.624671,574.213683,1127.507248,568.85163,1200.023511,575.775376,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1055.947001,574.336315,1200.023511,575.775376,1127.507248,568.85163,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.541666667
66,1050.645879,574.593482,1049.66031,574.346556,1049.389268,574.532345,1122.321918,570.335616,1195.070576,575.83942,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1049.898486,574.4907943,1195.070576,575.83942,1122.321918,570.335616,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.55
67,1044.854747,574.289736,1045.976406,574.739899,1046.031744,574.213683,1117.189772,571.740103,1190.553401,576.324109,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1045.620966,574.4144393,1190.553401,576.324109,1117.189772,571.740103,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.558333333
68,1042.949769,574.593482,1042.687207,574.739899,1042.194574,574.532345,1112.163991,572.720594,1186.456529,576.210252,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1042.610517,574.6219087,1186.456529,576.210252,1112.163991,572.720594,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.566666667
69,1035.10126,574.137863,1034.705415,574.47767,1035.959171,574.213683,1107.13821,574.390079,1181.075562,576.494893,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1035.255282,574.2764053,1181.075562,576.494893,1107.13821,574.390079,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.575
70,1030.681712,574.593482,1033.477447,573.822098,1032.228589,573.735691,1101.819923,576.059563,1176.244922,576.60875,1170.106175,562.647575,NaN,NaN,1060.024356,582.307178,0,0,0,0,1032.129249,574.0504237,1176.244922,576.60875,1101.819923,576.059563,,-116.220566,5.698428,#VALUE!,#VALUE!,-68.286252,13.411988,#VALUE!,8.304893309,0.583333333
71,1027.252752,574.593482,1028.477864,574.346556,1027.378832,574.319904,1096.593075,577.565559,1172.392639,576.893391,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1027.703149,574.4199807,1172.392639,576.893391,1096.593075,577.565559,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.591666667
