frame,pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y,pt6_cam1_X,pt6_cam1_Y,pt7_cam1_X,pt7_cam1_Y,leftx,lefty,rightx,righty,eyex,eyey,tailx,taily,wristx,wristy,,body vector x,body vector y,wing vec down x,wing vec down y,wing vec up x,wing vec  up y,downangle,upangle,time
0,725.944453,488.058302,726.124233,488.965366,727.169771,488.314272,696.27932,470.546443,651.479144,489.276104,NaN,NaN,NaN,NaN,9.889822,644.32801,1723.58746,622.813265,726.412819,488.44598,651.479144,489.276104,696.27932,470.546443,,74.933675,-0.830124,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0
1,729.033748,488.849325,729.721778,488.567592,730.468153,488.940635,699.204638,471.215644,653.519268,489.595348,NaN,NaN,NaN,NaN,0,0,0,0,729.7412263,488.7858507,653.519268,489.595348,699.204638,471.215644,,76.22195833,-0.809497333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.008333333
2,733.261205,489.136969,733.319323,489.230549,734.619137,489.139107,702.331702,471.215644,659.348194,491.191571,NaN,NaN,NaN,NaN,0,0,0,0,733.7332217,489.168875,659.348194,491.191571,702.331702,471.215644,,74.38502767,-2.022696,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.016666667
3,736.187906,489.568436,736.841919,489.628323,737.872612,489.139107,706.618807,471.438711,662.637373,491.191571,NaN,NaN,NaN,NaN,0,0,0,0,736.967479,489.4452887,662.637373,491.191571,706.618807,471.438711,,74.330106,-1.746282333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.025
4,738.798859,489.63596,740.364515,489.959802,740.845614,489.982614,709.291943,472.86634,665.926553,490.992043,NaN,NaN,NaN,NaN,0,0,0,0,740.002996,489.8594587,665.926553,490.992043,709.291943,472.86634,,74.076443,-1.132584333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.033333333
5,742.961727,490.090509,743.512366,490.224984,743.201578,490.528412,712.116388,472.86634,669.715354,490.712704,NaN,NaN,NaN,NaN,0,0,0,0,743.2252237,490.2813017,669.715354,490.712704,712.116388,472.86634,,73.50986967,-0.431402333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.041666667
6,746.228788,490.545058,747.034962,490.622758,746.455052,491.024593,715.041706,473.089407,671.922019,490.672799,NaN,NaN,NaN,NaN,0,0,0,0,746.572934,490.730803,671.922019,490.672799,715.041706,473.089407,,74.650915,0.058004,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.05
7,748.916209,490.696575,749.80807,490.622758,749.988998,491.024593,717.765278,472.86634,674.461765,490.672799,NaN,NaN,NaN,NaN,0,0,0,0,749.5710923,490.7813087,674.461765,490.672799,717.765278,472.86634,,75.10932733,0.108509667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.058333333
8,752.235964,490.696575,753.180768,491.020532,753.803417,490.776503,719.278374,473.535541,677.542769,490.672799,NaN,NaN,NaN,NaN,0,0,0,0,753.073383,490.8312033,677.542769,490.672799,719.278374,473.535541,,75.530614,0.158404333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.066666667
9,755.186857,490.999608,757.078108,491.352011,756.720325,491.223065,721.194962,475.186237,680.498867,490.672799,NaN,NaN,NaN,NaN,0,0,0,0,756.32843,491.1915613,680.498867,490.672799,721.194962,475.186237,,75.829563,0.518762333,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.075
