pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y
666.201683,454.759577,709.302526,443.805897,NaN,NaN,NaN,NaN
661.729121,454.658616,705.583622,443.605368,NaN,NaN,NaN,NaN
657.579259,454.547229,700.226629,444.166851,NaN,NaN,NaN,NaN
652.568685,454.992775,696.020725,444.648122,NaN,NaN,NaN,NaN
648.541782,454.909235,692.213275,444.287169,NaN,NaN,NaN,NaN
643.100852,455.132008,686.369283,444.768440,NaN,NaN,NaN,NaN
638.366935,455.299088,683.118904,444.370999,NaN,NaN,NaN,NaN
633.202662,455.633248,679.233977,444.280761,NaN,NaN,NaN,NaN
629.237239,455.911714,674.751369,444.596595,NaN,NaN,631.377938,431.737183
623.519651,456.468647,670.866442,444.822191,NaN,NaN,NaN,NaN
618.732582,456.257498,665.736347,445.634336,NaN,NaN,NaN,NaN
614.549019,456.431344,661.104318,446.040408,NaN,NaN,NaN,NaN
610.595744,456.744265,656.820937,446.491600,NaN,NaN,NaN,NaN
606.680851,456.744265,652.188909,447.393983,NaN,NaN,NaN,NaN
602.650813,457.161493,647.407461,447.348864,NaN,NaN,NaN,NaN
597.354193,457.300569,643.472727,447.303745,NaN,NaN,NaN,NaN
593.976637,457.474414,638.591665,447.213507,NaN,NaN,NaN,NaN
589.486024,457.474414,635.553453,447.348864,NaN,NaN,NaN,NaN
585.225699,457.648260,629.078575,448.025652,NaN,NaN,NaN,NaN
580.389654,457.891643,624.446547,448.476843,601.040842,484.789706,NaN,NaN
575.937422,458.274102,620.212973,448.251247,NaN,NaN,NaN,NaN
570.295369,458.830407,615.232297,447.935413,NaN,NaN,NaN,NaN
566.380476,459.317173,610.201815,448.161009,NaN,NaN,NaN,NaN
561.314143,458.830407,606.366695,448.251247,NaN,NaN,NaN,NaN
556.708386,458.587023,601.386019,448.296366,NaN,NaN,NaN,NaN
552.294535,459.178097,595.857470,448.657320,NaN,NaN,NaN,NaN
547.446159,459.598867,593.068291,447.980532,NaN,NaN,NaN,NaN
543.113336,460.247889,588.286843,448.612201,NaN,NaN,NaN,NaN
538.473462,459.815208,583.555201,448.657320,NaN,NaN,NaN,NaN
533.765355,460.093360,578.076458,448.657320,NaN,NaN,534.302937,432.698552
529.296065,459.969737,574.979521,449.184193,NaN,NaN,NaN,NaN
525.406759,460.155171,569.501240,449.425100,NaN,NaN,NaN,NaN
519.709266,460.247889,565.299452,449.955096,NaN,NaN,NaN,NaN
515.274093,460.247889,560.406230,450.629636,NaN,NaN,NaN,NaN
510.736569,460.618758,556.257629,451.111451,NaN,NaN,NaN,NaN
507.529598,460.742382,551.843092,451.737809,NaN,NaN,NaN,NaN
503.333241,461.267780,547.375368,451.641447,NaN,NaN,NaN,NaN
498.755100,461.149657,543.173580,452.219624,NaN,NaN,NaN,NaN
493.235773,461.012297,538.705855,452.412350,NaN,NaN,NaN,NaN
489.414700,460.765051,533.919008,452.653257,511.904429,488.305339,NaN,NaN
485.593628,461.424375,529.025786,453.086890,NaN,NaN,NaN,NaN
480.862776,461.589206,525.355870,452.894164,NaN,NaN,NaN,NaN
475.798339,462.111170,520.249899,452.508713,NaN,NaN,NaN,NaN
472.068244,462.166114,515.250303,453.231434,NaN,NaN,NaN,NaN
467.943912,462.578191,511.952697,453.424160,NaN,NaN,NaN,NaN
462.667192,462.633135,506.846726,453.761430,NaN,NaN,NaN,NaN
456.753628,462.935325,502.166253,452.990527,NaN,NaN,NaN,NaN
451.658864,462.880382,497.645342,453.424160,NaN,NaN,NaN,NaN
448.477578,463.549003,493.177617,453.424160,NaN,NaN,NaN,NaN
443.194119,463.190851,487.699336,454.002337,NaN,NaN,NaN,NaN
439.024860,463.483884,483.976233,454.195063,NaN,NaN,NaN,NaN
434.100820,463.842035,479.189385,454.676878,NaN,NaN,439.961755,438.028835
429.464316,463.646680,475.065016,455.336013,NaN,NaN,NaN,NaN
425.438824,463.842035,471.177572,456.067769,NaN,NaN,NaN,NaN
420.910145,464.232746,465.573595,456.067769,NaN,NaN,NaN,NaN
416.237699,464.167627,460.625939,456.753790,NaN,NaN,NaN,NaN
412.787277,464.558338,455.223907,457.165403,NaN,NaN,NaN,NaN
407.719470,465.014167,451.942299,457.256872,NaN,NaN,NaN,NaN
403.047024,465.209522,447.499506,457.668485,NaN,NaN,NaN,NaN
399.021532,465.535114,442.400392,457.439811,NaN,NaN,NaN,NaN
394.349086,465.893265,437.452736,457.439811,415.596458,492.890033,NaN,NaN
390.503303,465.600232,433.464320,457.394076,NaN,NaN,NaN,NaN
385.794915,465.958383,429.223472,457.668485,NaN,NaN,NaN,NaN
381.261461,465.991069,423.922412,457.897159,NaN,NaN,NaN,NaN
377.811039,466.801431,420.741777,457.668485,NaN,NaN,NaN,NaN
373.306321,467.004021,415.693149,458.125832,NaN,NaN,NaN,NaN
368.258482,467.814384,409.937712,458.628914,NaN,NaN,NaN,NaN
364.808060,467.553910,406.403673,458.674649,NaN,NaN,NaN,NaN
358.961512,467.930150,400.799695,458.628914,NaN,NaN,NaN,NaN
354.840175,468.161682,396.306416,458.445975,NaN,NaN,NaN,NaN
350.303509,468.624746,392.065569,458.674649,NaN,NaN,NaN,NaN
345.543205,468.480039,387.622776,458.857588,NaN,NaN,NaN,NaN
341.357971,468.161682,382.624634,460.138161,NaN,NaN,341.160537,444.629495
335.862855,468.219565,378.383786,460.366834,NaN,NaN,NaN,NaN
331.645673,468.624746,373.284672,460.778447,NaN,NaN,NaN,NaN
327.428491,469.087810,367.074236,461.423517,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
