pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1138.015680,172.467344,1210.624391,162.950499,NaN,NaN,1194.803976,120.907165
1130.151310,171.116165,1202.023250,162.232141,NaN,NaN,NaN,NaN
1121.587884,169.596087,1193.103548,160.384936,NaN,NaN,NaN,NaN
1112.762313,168.329356,1187.452566,159.530770,NaN,NaN,NaN,NaN
1103.761978,166.555933,1174.431394,159.068969,NaN,NaN,NaN,NaN
1093.800442,165.373651,1165.232951,156.182710,NaN,NaN,NaN,NaN
1083.838907,164.275817,1157.945873,155.951809,NaN,NaN,NaN,NaN
1076.673592,162.671291,1151.256096,154.681855,NaN,NaN,NaN,NaN
1066.886820,161.235663,1141.221431,153.527352,NaN,NaN,NaN,NaN
1057.711721,160.053381,1131.784067,152.603749,NaN,NaN,NaN,NaN
1048.099713,158.702201,1124.258068,152.257398,NaN,NaN,NaN,NaN
1039.099378,157.519919,1114.581784,150.525642,NaN,NaN,NaN,NaN
1030.273807,155.408700,1103.471976,149.024788,NaN,NaN,NaN,NaN
1021.098708,154.226418,1097.379501,148.101185,1086.536898,206.405425,NaN,NaN
1011.486700,152.284097,1086.508614,146.369429,NaN,NaN,NaN,NaN
1003.447566,151.608507,1076.593409,144.984025,NaN,NaN,NaN,NaN
993.216056,150.078802,1069.067410,143.944972,NaN,NaN,NaN,NaN
982.419538,149.102950,1059.868967,142.097766,NaN,NaN,NaN,NaN
976.671751,148.802687,1049.953762,139.788759,NaN,NaN,NaN,NaN
965.797560,146.850983,1043.980747,138.518805,NaN,NaN,NaN,NaN
956.243807,146.025263,1035.857447,137.133401,NaN,NaN,NaN,NaN
946.457035,144.373821,1023.075195,135.517096,NaN,NaN,NaN,NaN
937.213972,143.623165,1016.146498,134.939844,NaN,NaN,NaN,NaN
929.213675,142.797444,1007.664817,134.131691,NaN,NaN,NaN,NaN
919.426903,142.046789,997.988532,133.092638,NaN,NaN,NaN,NaN
909.174094,140.470413,986.759264,132.861737,NaN,NaN,973.555724,92.812710
900.086377,139.719757,975.529996,131.707234,NaN,NaN,NaN,NaN
890.454951,139.419495,967.526156,130.899081,NaN,NaN,NaN,NaN
881.289561,138.143381,957.849872,130.899081,NaN,NaN,NaN,NaN
872.512535,137.017398,948.412508,129.282776,NaN,NaN,NaN,NaN
862.958782,135.741283,939.094605,128.128273,NaN,NaN,NaN,NaN
854.647793,134.164907,933.002130,126.858319,NaN,NaN,NaN,NaN
845.327058,133.113990,921.056100,125.703815,NaN,NaN,NaN,NaN
836.472359,131.762810,912.096577,124.087510,NaN,NaN,NaN,NaN
827.232870,130.953653,903.919529,122.384268,NaN,NaN,NaN,NaN
818.395433,129.218805,893.571280,120.955570,NaN,NaN,NaN,NaN
809.419910,128.084481,884.970139,119.786635,NaN,NaN,NaN,NaN
799.477792,126.683258,874.353105,118.877463,865.525918,179.356026,NaN,NaN
790.088015,125.282034,864.676821,117.838410,NaN,NaN,NaN,NaN
779.800685,124.614785,856.882036,116.149949,NaN,NaN,NaN,NaN
769.651440,123.213561,847.071359,115.110895,NaN,NaN,NaN,NaN
759.087940,121.545438,838.470218,113.032789,NaN,NaN,NaN,NaN
750.181459,121.078364,829.331505,112.383381,NaN,NaN,NaN,NaN
740.584554,120.344390,817.773721,112.123617,NaN,NaN,NaN,NaN
731.539989,119.410241,806.887901,109.396103,NaN,NaN,NaN,NaN
721.666914,117.608668,798.824331,107.707641,NaN,NaN,NaN,NaN
711.724796,117.141593,790.223189,106.798470,NaN,NaN,NaN,NaN
701.437466,115.473470,781.890834,105.629535,NaN,NaN,NaN,NaN
693.387208,115.222556,771.542585,103.941073,NaN,NaN,NaN,NaN
681.665328,113.146669,761.328730,102.772138,NaN,NaN,737.023145,59.756328
671.354984,112.138382,751.652445,102.512375,NaN,NaN,NaN,NaN
661.106011,110.892850,741.035411,101.343440,NaN,NaN,NaN,NaN
650.734296,109.765940,731.090341,101.213558,NaN,NaN,NaN,NaN
641.344518,108.520408,721.279664,100.434268,NaN,NaN,NaN,NaN
631.770627,108.105231,710.931416,98.615925,NaN,NaN,NaN,NaN
622.442221,106.622455,699.911203,97.966517,NaN,NaN,NaN,NaN
611.456795,105.614167,690.234919,97.057345,NaN,NaN,NaN,NaN
602.742099,104.783812,681.768171,94.979239,NaN,NaN,NaN,NaN
592.186270,104.012769,671.016744,94.979239,NaN,NaN,NaN,NaN
582.244153,103.123103,662.549995,93.160896,NaN,NaN,NaN,NaN
573.836313,101.343772,653.008104,91.732198,NaN,NaN,NaN,NaN
562.789515,99.979618,642.525462,90.303499,NaN,NaN,NaN,NaN
552.847398,98.496841,630.967678,89.913855,NaN,NaN,NaN,NaN
543.103173,96.415280,622.500930,87.575985,610.739006,145.736347,NaN,NaN
533.447454,95.677187,615.261885,85.495126,NaN,NaN,NaN,NaN
523.409870,94.570047,604.224873,82.865022,NaN,NaN,NaN,NaN
513.208630,93.041140,593.641437,81.549970,NaN,NaN,NaN,NaN
501.916348,91.459512,581.697274,81.257737,NaN,NaN,NaN,NaN
492.260629,89.877884,573.684101,80.527152,NaN,NaN,NaN,NaN
482.986775,89.192512,563.705433,77.750932,NaN,NaN,NaN,NaN
473.003743,87.927210,553.424381,76.728114,NaN,NaN,NaN,NaN
462.093326,87.452722,541.933793,75.413062,NaN,NaN,NaN,NaN
450.787627,85.616773,533.467045,74.390244,NaN,NaN,NaN,NaN
440.168154,85.710500,523.941952,73.659660,NaN,NaN,NaN,NaN
430.566987,84.492060,514.870436,71.614024,NaN,NaN,NaN,NaN
420.383931,83.179895,504.740576,70.737323,NaN,NaN,478.635672,25.866671
408.164264,82.242634,493.703564,71.321790,NaN,NaN,NaN,NaN
398.999514,81.445962,481.910593,70.006738,NaN,NaN,NaN,NaN
387.022300,79.852619,471.478349,68.545570,NaN,NaN,NaN,NaN
378.875856,78.212412,461.802065,68.545570,NaN,NaN,NaN,NaN
367.432040,76.853384,451.067437,66.938284,NaN,NaN,NaN,NaN
358.024836,75.869260,441.844729,66.646051,NaN,NaN,NaN,NaN
347.938762,74.838273,430.958909,65.184882,NaN,NaN,NaN,NaN
338.331577,74.133043,417.351634,64.892648,NaN,NaN,NaN,NaN
327.900680,72.591769,409.489653,63.139246,NaN,NaN,NaN,NaN
318.762868,71.175464,399.359793,62.116428,NaN,NaN,NaN,NaN
308.116457,69.092661,389.683509,60.509142,NaN,NaN,NaN,NaN
298.633822,67.509732,377.739346,59.047974,NaN,NaN,NaN,NaN
288.590851,66.343363,368.819021,58.317390,NaN,NaN,NaN,NaN
278.332365,64.885401,358.840353,56.125637,343.180092,110.459385,NaN,NaN
268.030776,63.719032,347.500957,53.933884,NaN,NaN,NaN,NaN
257.327038,62.367047,337.068714,53.641650,NaN,NaN,NaN,NaN
247.209285,60.494639,326.938854,51.303780,NaN,NaN,NaN,NaN
236.660990,59.870503,314.843498,50.865430,NaN,NaN,NaN,NaN
226.327966,58.518209,309.215850,47.283899,NaN,NaN,NaN,NaN
213.304050,57.477982,299.393099,46.420897,NaN,NaN,NaN,NaN
204.262654,56.957869,289.825484,44.694891,NaN,NaN,NaN,NaN
192.960908,54.877416,276.558391,43.462030,NaN,NaN,NaN,NaN
181.659163,54.149257,267.883753,42.105883,NaN,NaN,NaN,NaN
171.971953,53.317076,258.953979,41.242880,NaN,NaN,NaN,NaN
161.746564,53.837190,246.835000,40.503164,NaN,NaN,NaN,NaN
150.014276,51.964782,233.695476,40.133306,NaN,NaN,207.590504,-8.864774
139.465981,50.508465,221.448929,40.133306,NaN,NaN,NaN,NaN
128.487143,49.260193,212.391586,39.270303,NaN,NaN,NaN,NaN
118.369390,49.260193,201.420721,38.160728,NaN,NaN,NaN,NaN
106.637102,47.803876,191.980674,36.927867,NaN,NaN,NaN,NaN
95.765899,46.763649,178.586013,36.927867,NaN,NaN,NaN,NaN
85.763567,45.821770,168.635694,35.325148,NaN,NaN,NaN,NaN
74.569457,44.804660,155.241033,34.955289,NaN,NaN,NaN,NaN
64.332109,43.047833,147.842077,33.352570,NaN,NaN,NaN,NaN
54.094761,42.400581,136.488507,32.119709,NaN,NaN,NaN,NaN
44.048765,40.921147,123.859255,31.010134,NaN,NaN,NaN,NaN
31.993571,39.626643,113.015958,29.530701,NaN,NaN,NaN,NaN
22.617308,38.701998,103.193207,27.558123,NaN,NaN,NaN,NaN
11.997255,36.575312,92.477478,25.585546,NaN,NaN,NaN,NaN
2.525316,34.818485,80.214350,24.462453,73.684591,73.901431,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
