pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y
390.321893,287.841673,240.176314,262.904833,NaN,NaN,NaN,NaN,NaN,NaN
394.041364,288.946741,242.358419,263.617975,NaN,NaN,NaN,NaN,NaN,NaN
397.309990,290.714849,244.540525,266.368666,NaN,NaN,NaN,NaN,NaN,NaN
400.916750,291.930424,246.930449,269.730622,NaN,NaN,300.368970,228.028900,NaN,NaN
403.734531,293.588026,250.359472,272.175681,NaN,NaN,NaN,NaN,NaN,NaN
407.341291,293.588026,253.268946,272.786946,NaN,NaN,NaN,NaN,NaN,NaN
410.384495,293.588026,256.594059,272.786946,NaN,NaN,NaN,NaN,NaN,NaN
412.075164,293.145999,259.295713,272.786946,300.536407,385.179504,NaN,NaN,NaN,NaN
415.569212,293.035492,262.620826,272.786946,NaN,NaN,NaN,NaN,NaN,NaN
417.485304,294.582587,266.049849,272.481313,NaN,NaN,NaN,NaN,NaN,NaN
421.430197,296.240188,269.167142,275.843269,NaN,NaN,NaN,NaN,NaN,NaN
425.713225,296.571709,272.076616,277.880818,NaN,NaN,322.021475,232.366010,NaN,NaN
429.319985,297.676776,276.233007,277.982696,NaN,NaN,NaN,NaN,NaN,NaN
433.152167,296.682215,278.622932,277.982696,NaN,NaN,NaN,NaN,NaN,NaN
437.209772,295.356134,282.467594,277.167676,NaN,NaN,NaN,NaN,NaN,NaN
440.478398,294.251066,284.026241,275.741392,327.926525,380.891825,NaN,NaN,NaN,NaN
444.085158,294.251066,288.806091,274.620740,NaN,NaN,NaN,NaN,NaN,NaN
446.452094,294.803600,291.299925,272.990701,NaN,NaN,NaN,NaN,NaN,NaN
449.044453,294.803600,295.040677,274.926372,NaN,NaN,NaN,NaN,NaN,NaN
452.538502,296.571709,299.300978,276.352656,NaN,NaN,342.509868,232.366010,NaN,NaN
455.919839,296.240188,303.145640,276.760166,NaN,NaN,NaN,NaN,NaN,NaN
459.639310,294.803600,306.574663,274.926372,NaN,NaN,NaN,NaN,NaN,NaN
463.922338,292.482958,310.211505,273.601965,NaN,NaN,NaN,NaN,NaN,NaN
468.881633,290.935863,313.328798,271.870049,358.078671,382.020162,NaN,NaN,NaN,NaN
471.248569,290.825356,317.173460,269.323112,NaN,NaN,NaN,NaN,NaN,NaN
475.080751,291.598904,321.849400,269.323112,NaN,NaN,NaN,NaN,NaN,NaN
479.025645,292.040931,325.278423,271.156906,NaN,NaN,NaN,NaN,NaN,NaN
484.210362,293.035492,328.395717,274.009475,NaN,NaN,378.597377,225.061403,NaN,NaN
488.493390,293.588026,330.785641,273.601965,NaN,NaN,NaN,NaN,NaN,NaN
491.311171,292.482958,335.981130,272.786946,NaN,NaN,NaN,NaN,NaN,NaN
493.678107,291.930424,339.306243,270.647519,NaN,NaN,NaN,NaN,NaN,NaN
499.088247,289.609782,343.046995,270.036254,384.548112,372.542136,NaN,NaN,NaN,NaN
502.244162,288.946741,346.579928,269.424990,NaN,NaN,NaN,NaN,NaN,NaN
506.301767,290.383329,349.593312,268.711847,NaN,NaN,NaN,NaN,NaN,NaN
509.795815,290.714849,352.814515,270.036254,NaN,NaN,NaN,NaN,NaN,NaN
512.951730,291.598904,356.763086,271.156906,NaN,NaN,407.467385,216.387183,NaN,NaN
516.220357,292.040931,359.049101,270.341887,NaN,NaN,NaN,NaN,NaN,NaN
519.488983,290.714849,362.997673,268.711847,NaN,NaN,NaN,NaN,NaN,NaN
523.321165,289.609782,366.011057,269.017480,NaN,NaN,NaN,NaN,NaN,NaN
526.364369,288.062687,368.920530,268.202460,417.692457,362.612776,NaN,NaN,NaN,NaN
528.280460,288.062687,370.790907,268.711847,NaN,NaN,NaN,NaN,NaN,NaN
530.421974,288.946741,373.492561,267.183686,NaN,NaN,NaN,NaN,NaN,NaN
533.577889,289.720288,376.402035,268.508093,NaN,NaN,NaN,NaN,NaN,NaN
535.719402,290.714849,379.311508,270.341887,NaN,NaN,430.749649,210.908727,NaN,NaN
536.508381,291.267383,380.454516,270.341887,NaN,NaN,NaN,NaN,NaN,NaN
537.860916,291.930424,381.181884,270.341887,NaN,NaN,NaN,NaN,NaN,NaN
539.326162,291.709410,380.880065,269.608461,427.359557,366.674787,NaN,NaN,NaN,NaN
539.889719,290.935863,380.602972,269.608461,NaN,NaN,NaN,NaN,NaN,NaN
538.311761,291.930424,381.341886,268.974557,NaN,NaN,NaN,NaN,NaN,NaN
538.311761,292.482958,380.418243,270.514038,NaN,NaN,NaN,NaN,NaN,NaN
538.390757,294.758129,380.787700,273.140212,NaN,NaN,NaN,NaN,NaN,NaN
537.088316,295.543955,379.956422,274.408021,NaN,NaN,429.585536,212.278341,NaN,NaN
536.887940,295.838639,380.602972,275.313598,NaN,NaN,NaN,NaN,NaN,NaN
535.685687,296.035096,379.956422,274.951367,NaN,NaN,NaN,NaN,NaN,NaN
535.284936,294.168759,380.602972,274.045790,NaN,NaN,NaN,NaN,NaN,NaN
534.984372,294.758129,380.602972,273.955232,433.574122,363.741112,NaN,NaN,NaN,NaN
535.284936,294.758129,381.618979,273.955232,NaN,NaN,NaN,NaN,NaN,NaN
536.587377,296.231552,380.141151,274.589136,NaN,NaN,NaN,NaN,NaN,NaN
536.587377,298.294346,380.141151,275.585271,NaN,NaN,NaN,NaN,NaN,NaN
538.390757,300.160682,381.249522,277.849215,NaN,NaN,430.749649,221.180831,NaN,NaN
538.090193,301.044736,381.896071,278.664234,NaN,NaN,NaN,NaN,NaN,NaN
537.388879,301.732334,381.064793,278.845350,NaN,NaN,NaN,NaN,NaN,NaN
536.286813,300.258910,380.418243,279.117023,NaN,NaN,NaN,NaN,NaN,NaN
534.583621,300.553595,380.141151,279.388696,431.502600,375.701478,NaN,NaN,NaN,NaN
534.483434,301.142965,380.418243,279.750927,NaN,NaN,NaN,NaN,NaN,NaN
534.583621,303.107530,379.125144,280.747062,NaN,NaN,NaN,NaN,NaN,NaN
534.783997,305.857921,378.109137,282.195986,NaN,NaN,NaN,NaN,NaN,NaN
533.581744,307.626029,377.000766,285.184391,NaN,NaN,428.421423,233.507355,NaN,NaN
532.680054,307.920714,375.153481,286.089969,NaN,NaN,NaN,NaN,NaN,NaN
529.674420,307.920714,373.029104,286.723873,NaN,NaN,NaN,NaN,NaN,NaN
527.871040,306.938431,371.736004,285.999411,NaN,NaN,NaN,NaN,NaN,NaN
526.869163,306.349062,370.627633,285.727738,423.216514,386.759175,NaN,NaN,NaN,NaN
527.269914,308.117170,370.442905,285.818296,NaN,NaN,NaN,NaN,NaN,NaN
526.368224,309.295909,368.318527,286.723873,NaN,NaN,NaN,NaN,NaN,NaN
526.067660,310.867561,367.856706,288.353912,NaN,NaN,428.421423,246.062148,NaN,NaN
525.065783,312.046300,366.748335,290.527298,NaN,NaN,NaN,NaN,NaN,NaN
524.364468,313.421495,367.025427,291.976222,NaN,NaN,NaN,NaN,NaN,NaN
523.162215,312.046300,365.270507,290.527298,NaN,NaN,NaN,NaN,NaN,NaN
523.663154,311.751615,364.162136,291.161202,NaN,NaN,NaN,NaN,NaN,NaN
