pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y,pt6_cam1_X,pt6_cam1_Y,pt7_cam1_X,pt7_cam1_Y,pt8_cam1_X,pt8_cam1_Y,pt9_cam1_X,pt9_cam1_Y
642.892116,418.569483,645.050007,422.295981,638.229567,416.344794,652.702457,408.468386,692.672054,416.877206,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
640.196788,417.879892,642.042004,421.859471,633.374680,415.588019,649.466896,408.468386,689.499319,416.680996,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
637.273686,417.444362,639.651716,421.191869,630.340375,414.881696,646.699640,408.305576,686.534633,416.828154,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
634.616320,416.972537,636.509427,420.498590,627.147759,414.150146,643.549226,408.061361,684.090067,416.828154,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
631.769143,416.319241,634.038568,420.190466,625.063323,413.569952,641.335421,407.613635,680.958938,416.487799,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
629.111778,416.028887,631.084279,419.240416,621.791551,412.586144,638.185007,406.718182,678.616470,416.294011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
626.758111,415.194120,627.941991,418.136305,618.915558,412.031176,634.821726,406.514669,675.123316,415.945193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
623.645198,414.431941,625.229417,417.134901,615.828483,411.299627,632.522775,406.351860,672.246600,415.402587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
620.608209,413.343115,622.489986,416.005113,612.715023,410.416722,628.606044,405.659919,669.410981,415.363830,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
617.677482,412.600787,620.529412,415.106418,610.354443,409.420025,626.051653,405.130787,667.109609,414.976254,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
615.855289,411.858772,617.601030,413.773094,608.313983,408.108281,623.455956,405.235390,665.054812,414.704951,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
612.953277,410.600572,614.951123,412.654718,606.343884,407.637399,620.832187,405.717790,662.465768,414.472406,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
610.692408,409.471419,611.943120,411.581990,603.142473,406.157483,618.208419,406.344908,660.082204,414.317376,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
607.317975,408.471311,608.791879,409.596301,600.785390,404.980277,614.676423,407.792105,657.986312,413.929800,645.890750,405.122992,NaN,NaN,NaN,NaN,NaN,NaN
605.090850,407.342158,605.998734,407.816028,598.322766,403.971244,613.566367,408.853383,655.315076,413.580982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
603.066191,406.277527,603.706922,406.697652,596.000863,403.197651,610.034370,409.914661,653.136992,412.844589,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
600.839066,405.245158,600.460189,405.487979,593.854862,402.020446,606.956488,409.142823,650.712332,412.650801,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
597.295912,403.825651,596.602116,403.968481,589.281417,399.396959,603.424492,408.612184,649.068494,411.488075,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
594.495133,402.567451,594.660442,402.751200,587.381679,398.085215,601.204380,408.467464,647.178081,410.247833,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
592.436729,401.018898,591.359190,401.819885,585.411579,397.042547,597.672383,407.213227,646.356163,409.433925,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
590.648280,400.180098,588.784439,400.764908,582.711146,395.709342,593.888102,406.103709,643.684927,408.232440,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
587.896316,399.117276,585.587220,399.953388,580.709775,394.513451,591.718447,404.656512,640.684924,407.185987,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
584.896820,397.281953,583.691524,398.952513,577.676447,393.257764,590.154277,403.402274,638.835607,405.751957,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
580.737520,395.255451,582.446589,398.168043,574.955834,392.570127,589.044221,401.713877,636.082179,403.969110,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
577.897998,393.917195,581.456300,397.221270,573.048278,391.673208,587.328680,398.964203,633.657519,401.449869,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
575.658375,393.114242,581.116773,396.490901,570.577836,390.895879,586.622281,397.275806,633.126362,400.030196,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
574.258610,392.273052,580.069896,396.031040,568.201208,391.135057,585.209482,396.455728,630.544928,398.881824,NaN,NaN,601.334110,411.398677,NaN,NaN,NaN,NaN
571.659048,392.120109,577.891260,395.895786,564.917709,390.118549,585.394664,394.489109,628.255733,397.274103,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
568.859519,391.470099,575.862064,395.514006,562.165825,389.430911,581.806604,388.271521,625.869125,396.171666,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
566.059990,391.087740,572.411708,394.864254,560.039368,389.430911,576.603918,380.981936,623.433810,395.804187,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
563.460427,391.623042,570.111471,395.364063,556.880955,389.550501,574.854739,379.266739,620.706258,395.804187,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
561.540750,391.928929,566.922506,396.113777,552.878214,389.699987,573.015858,377.208503,617.101992,395.528578,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
556.703520,391.442696,564.622269,396.413662,549.276927,389.773278,572.477649,376.608184,614.374440,395.344839,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
552.757517,391.544658,562.531144,396.413662,545.644809,390.233918,569.921157,378.108981,611.159825,395.023295,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
549.238109,391.646621,558.505729,396.413662,541.697662,390.517389,565.436082,378.709300,607.458147,395.023295,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
546.305269,391.850545,555.055373,396.413662,536.805422,390.446521,563.238395,378.880820,604.048706,394.885490,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
541.426090,392.003489,551.569441,396.902520,532.747087,390.694558,560.861306,379.481139,600.541853,394.380206,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
537.480087,392.105451,547.735713,396.735917,529.133501,390.765426,557.183545,379.652658,596.353112,394.242402,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
534.547248,392.436829,544.250505,397.302367,526.131445,391.013462,552.608769,379.095219,593.625560,393.599313,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
530.947853,392.742716,540.277368,397.202405,522.962608,391.243782,546.957575,378.709300,587.975630,392.864355,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
526.975188,392.793697,536.931569,397.435649,518.726826,391.016570,541.889440,378.880820,585.345491,392.313137,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
523.345544,393.031492,533.411509,397.635573,514.691140,391.063815,538.480784,379.095219,580.913218,391.991593,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
519.332392,392.789803,530.030858,397.768855,511.001371,391.000822,534.623620,379.095219,576.627065,392.129398,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
515.066443,392.668959,526.057721,397.768855,508.678792,391.142557,531.214963,379.781298,573.461156,391.991593,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
512.562188,392.598734,522.746773,397.635573,505.153744,391.142557,526.729888,379.867058,570.587485,391.761919,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
509.275827,392.598734,519.226714,397.635573,501.200420,391.347286,523.269287,379.350366,568.590527,391.624114,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
505.673471,392.780001,515.880914,397.635573,497.247095,391.221299,519.202819,379.693406,566.203918,391.164765,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
502.534575,392.699438,512.848783,397.902138,494.556309,391.091327,516.093167,379.350366,561.782518,391.177162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
499.016484,392.719579,509.656572,397.144327,489.851364,390.288743,512.744312,379.197904,558.011088,391.031985,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
495.709057,392.518172,505.505302,396.788907,487.098679,390.288743,509.435323,379.845867,554.739949,390.886808,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
491.522019,391.602633,501.818727,396.788907,483.682225,389.952778,505.488458,380.036445,551.622746,390.814220,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
487.776879,391.316187,498.318029,396.403869,480.207204,388.982212,501.302388,379.236020,548.774932,390.414984,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
483.750853,390.456850,494.383617,395.604175,477.025021,388.814229,497.953532,379.693406,544.349274,390.306101,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
480.979449,390.653781,491.533491,394.982190,473.862362,388.067640,494.604677,379.502828,541.539943,390.160924,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
477.108466,389.773362,488.125733,394.567533,470.446794,387.679282,490.657811,379.845867,537.845481,390.015747,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
474.436933,389.582398,485.027770,394.449060,467.704954,387.447010,486.431874,380.036445,534.189502,390.523866,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
470.891534,388.603708,481.465113,393.678984,464.893701,386.733602,482.604610,379.502828,530.264136,390.378689,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
467.171361,387.601148,478.098799,393.153904,460.798295,385.787923,479.136153,379.350366,527.570257,389.797982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
463.833712,387.073180,474.711693,392.074481,458.594411,385.555650,475.468358,378.892980,525.145766,389.652805,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
461.192695,386.330543,470.360777,391.100367,455.224881,384.754399,471.481625,378.168786,521.836144,389.507628,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
458.396323,385.863742,467.937482,390.178909,452.031853,384.289854,467.752025,378.398807,518.911361,389.507628,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
455.688726,385.142324,466.009861,389.336432,449.394133,383.250160,465.775738,379.324158,515.332351,389.108392,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
452.359712,384.187505,462.787980,388.546610,446.062278,382.365313,463.271479,379.324158,512.176664,389.035803,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
448.897538,383.190249,459.758861,387.625151,442.799836,381.192892,461.948475,380.498680,508.982493,388.455096,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
445.790458,381.980812,457.225416,386.493073,440.370358,380.529257,460.625470,380.860071,506.134679,388.128448,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
442.838733,381.323047,453.975998,385.308341,437.454984,379.157745,458.971714,380.137289,500.998068,385.597446,488.313004,378.330285,NaN,NaN,NaN,NaN,NaN,NaN
440.508423,380.304574,451.883152,384.860775,434.342989,378.173671,455.380701,380.317984,498.352651,384.823169,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
437.714366,379.246709,447.886045,383.617809,431.573299,376.548175,451.033686,380.317984,495.433570,384.177938,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
435.228703,378.001907,443.137366,381.558422,428.310000,375.630556,449.238179,379.866245,493.153037,383.274615,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
432.111759,376.775967,439.710484,380.809554,424.854742,374.267237,445.741667,381.085941,490.005903,382.844462,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
429.527459,375.342560,436.136736,380.154295,421.975361,373.218530,441.583652,382.079766,488.227087,382.242246,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
426.355489,374.447392,433.737919,378.703363,418.629794,371.514382,438.276140,381.853897,486.402662,381.510985,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
422.502020,372.177366,431.388057,378.094907,415.832680,369.915104,434.779628,380.317984,482.708199,379.532278,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
419.427030,371.060960,429.282972,377.065214,413.227526,368.394479,430.621613,378.375506,479.925950,378.155786,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
416.702355,369.758487,426.933110,375.988716,411.307938,367.607948,429.156858,377.155811,478.283967,377.252463,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
413.977680,368.716508,423.506228,375.005826,408.443803,367.292087,426.245101,375.090470,475.775381,376.048033,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
411.058386,367.786170,423.261451,374.818609,405.786850,366.150162,419.021075,372.078877,473.814123,374.542495,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
408.956494,367.786170,420.911589,374.631392,403.032394,366.150162,416.837067,368.906665,471.898476,373.682187,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
406.426439,367.637315,418.365906,374.350567,399.619794,365.660765,416.417066,366.135999,467.638796,371.960401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
404.246699,367.637315,415.281712,374.022937,394.671524,364.961627,417.005068,364.409352,464.519022,371.017370,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
401.210632,367.414034,410.875721,373.367677,391.258923,364.938323,413.729056,361.518222,462.079198,369.998896,NaN,NaN,443.739801,386.237736,NaN,NaN,NaN,NaN
398.252414,367.786170,408.232126,373.180460,389.698878,365.148064,404.909025,353.286533,459.719369,369.810290,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
394.515717,367.116326,403.973002,373.601699,386.383780,365.520938,402.725017,351.720505,455.839650,369.961175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
390.584400,367.265180,400.546120,373.367677,382.873677,365.753984,401.087011,350.796949,453.279835,370.149781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
387.081247,367.265180,397.119238,373.601699,378.169164,365.963725,400.163008,349.230921,451.519962,370.074339,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
382.668039,367.818018,393.134803,373.425756,372.941066,366.138729,398.989387,347.339586,448.760162,370.225224,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
377.893371,368.303172,389.522978,373.633775,368.694275,366.594463,394.061369,348.874384,444.600463,370.413830,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
373.995212,368.876536,385.519510,374.341039,364.967499,367.278065,390.813358,350.266409,440.680747,370.489273,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
370.742901,369.427848,381.864169,374.757077,360.699040,367.775230,388.312015,352.764916,436.881022,370.413830,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
367.029270,369.846845,378.295860,374.881888,355.888899,367.733799,381.778659,354.371100,430.863030,370.177923,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
362.392998,370.023264,373.683168,375.089907,352.183790,368.168819,378.231979,353.728626,427.829175,370.098445,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
358.201840,370.060797,369.331572,375.630756,348.587707,368.511702,373.228542,353.661668,423.741899,369.860009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
354.237900,370.374432,365.545684,375.422737,344.369805,368.484082,367.022890,353.280943,419.865307,369.343399,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
349.836560,370.635794,361.150572,375.381134,341.336383,368.953626,362.376947,353.122308,415.567346,368.588353,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
346.118658,370.975566,357.364683,375.755568,336.945143,368.705044,357.000928,353.154035,407.603478,367.118000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
342.154718,370.740339,353.752858,376.171605,333.651713,369.091728,352.919136,353.820303,405.075266,367.674350,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
338.108765,370.740339,349.749390,375.963587,330.011606,369.285069,347.974526,354.518299,401.704317,367.396175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
334.937613,371.184656,346.137565,376.171605,327.074776,369.207764,344.921478,355.470111,398.122683,366.839826,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
331.875811,371.184656,341.742453,376.171605,323.479608,369.281418,340.010053,355.343203,394.878144,366.243737,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
327.829858,371.446018,338.087113,375.963587,318.600453,369.404175,336.923819,356.326742,391.591468,366.084780,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
323.756568,371.446018,335.040995,376.338021,315.724319,369.846099,332.311062,356.136380,386.619318,366.124519,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
319.270807,371.277719,330.906979,376.296417,310.870843,369.551483,329.125273,356.866103,381.942125,366.482172,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
315.123604,371.112512,327.300747,376.219320,306.608002,369.085007,324.180663,356.897830,376.527737,366.612538,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
311.430002,371.195115,323.587385,375.923471,303.044945,368.782908,319.634276,357.024738,374.380317,366.895128,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
308.103599,371.112512,320.222151,376.219320,299.149229,368.841104,316.195460,356.921840,372.133018,366.989325,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
303.869997,370.823400,315.154959,375.331773,295.598446,368.763509,311.554434,356.545815,368.637218,367.271915,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
300.327594,370.658193,311.557639,375.331773,297.215030,368.910365,309.115929,357.410672,365.441059,367.507407,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
297.260392,370.554939,307.534830,375.294792,293.769589,368.264474,304.789548,357.072250,362.594479,368.166784,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
293.190405,370.275894,304.479043,375.072905,289.581013,368.264474,301.407105,356.545815,359.048740,368.496473,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
289.753602,370.129043,300.920404,375.294792,285.730226,367.812351,296.569426,356.395406,354.504201,368.826162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
286.470400,370.184112,297.323085,375.072905,282.284785,367.812351,293.265644,356.395406,350.509001,368.967457,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
283.187198,369.725204,293.996532,375.072905,278.704228,367.231049,289.017925,356.395406,347.013202,368.684867,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
279.846396,369.872054,290.747340,374.924980,275.393902,367.295638,285.399498,356.244996,341.419923,368.684867,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
276.121594,369.376434,287.296299,374.500102,272.151134,366.908104,281.781071,356.094586,336.675623,368.684867,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
273.203192,369.376434,284.021320,374.179598,268.705693,366.391392,279.027920,356.244996,333.179824,368.496473,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
269.401589,368.917525,280.617404,373.933057,264.690794,366.207902,273.610092,356.298539,329.634084,368.166784,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
266.247649,368.438143,278.373915,374.031674,261.144017,365.578159,270.906468,355.674617,325.888585,368.496473,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
262.743291,367.981274,274.325319,373.661862,258.255926,365.093741,266.151820,356.120276,321.619619,367.941462,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
259.375467,367.611428,271.488723,373.316705,254.709149,364.706207,263.215125,355.942012,317.463296,367.891844,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
255.757331,366.849981,266.975957,372.552428,252.154064,364.647487,258.507091,356.120276,312.991304,367.346046,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
253.686574,366.545402,263.236807,371.788151,249.992219,364.389131,255.057641,356.120276,308.940204,367.594136,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
249.704350,365.609909,260.400211,371.147145,245.600970,362.968172,249.930079,356.476803,306.151785,367.246810,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
246.632348,364.717927,256.454764,370.210289,242.290644,362.386870,246.480628,356.922461,301.574569,366.701011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
242.104354,363.911465,254.699015,369.758280,239.458005,362.187234,242.378579,356.922461,296.997353,366.055977,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
239.002854,363.009009,251.337123,368.920649,236.569914,361.557490,239.115585,358.259438,293.314536,366.105595,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
236.926198,362.106552,248.362358,367.810302,233.508147,361.030500,235.479677,359.819244,288.343415,366.298925,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
233.280483,360.729612,245.774721,366.933712,230.265379,360.126254,233.585260,359.782063,284.352722,365.946085,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
230.077717,359.842482,241.758739,365.811383,226.087816,359.227731,229.994241,359.782063,280.798510,365.475633,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
227.742991,359.327374,238.227055,365.214003,222.933718,357.956134,227.784382,359.782063,277.743136,364.417115,260.304729,358.298958,NaN,NaN,NaN,NaN,NaN,NaN
226.306237,358.726415,233.407837,363.921954,220.273634,357.520158,224.414348,359.940520,276.620753,364.769954,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
223.043607,357.839285,229.801696,363.060034,216.777525,355.921579,222.425476,360.891258,275.061889,364.123082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
220.050368,357.095240,226.839509,362.854815,214.459452,354.976964,221.265300,361.366628,273.253606,363.535016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
218.224493,356.208110,222.932856,362.321245,211.077347,354.504656,218.779210,360.732802,269.075849,362.770531,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
215.081592,355.435449,220.271180,362.074982,209.075722,353.881393,213.254564,358.831324,263.651000,361.123947,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
211.818962,355.092044,217.652435,361.787676,206.564043,353.378058,206.680235,356.560115,259.909725,359.359750,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
209.843425,354.433850,215.935225,361.746632,205.424354,353.322181,200.492632,353.496624,256.043741,359.359750,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
207.987617,354.491084,214.861969,360.556361,203.261866,352.986916,199.015449,348.845489,252.489530,358.712877,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
203.946745,354.204914,214.298143,360.914110,200.339586,353.126610,197.771380,345.527685,248.623546,358.712877,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
201.791614,353.947360,212.351971,360.421584,199.170674,352.875161,196.396357,343.962683,245.256398,358.007198,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
198.139863,354.090445,211.092684,360.202684,196.365285,353.126610,194.562993,342.585481,241.639833,357.477939,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
192.757848,353.672505,208.803071,360.421584,191.342731,352.959936,192.926061,341.145679,238.023267,357.007487,NaN,NaN,199.383718,345.793942,NaN,NaN,NaN,NaN
190.070585,353.977754,205.082449,360.421584,188.700475,353.591473,188.997424,337.890475,234.531410,357.066293,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
186.478698,354.537377,201.304587,360.968835,185.998168,354.280423,187.229538,336.012473,230.727781,357.830779,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
181.583091,355.376812,196.553639,360.914110,181.314170,355.026786,185.199742,334.572671,227.859470,358.124812,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
178.789401,356.317996,192.260614,360.914110,177.110582,355.830561,182.384219,335.449072,224.242904,358.536458,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
175.197515,357.538992,188.024829,361.351910,172.426583,356.806573,180.681809,338.203475,220.002792,359.300943,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
171.233137,358.454740,183.044919,362.336962,168.463200,357.495523,178.913923,341.270880,215.825035,359.889009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
168.204027,359.736682,178.809135,363.103113,164.019407,358.299298,176.098400,343.148882,212.707306,360.359461,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
165.492128,360.822012,176.405041,364.252340,162.157817,359.849435,173.217399,344.213083,209.215450,360.065428,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
