pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y,pt3_cam1_X,pt3_cam1_Y,pt4_cam1_X,pt4_cam1_Y,pt5_cam1_X,pt5_cam1_Y,pt6_cam1_X,pt6_cam1_Y,pt7_cam1_X,pt7_cam1_Y,pt8_cam1_X,pt8_cam1_Y,pt9_cam1_X,pt9_cam1_Y
1050.505643,496.876039,1050.729637,499.690782,1044.382507,495.657596,1062.085085,488.435733,1080.973805,505.204837,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1048.009577,496.322057,1048.404682,499.094423,1042.302673,495.452439,1059.433545,488.556448,1079.019027,504.905883,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1045.599598,495.754650,1046.419964,498.281206,1039.991747,495.105251,1057.381757,488.828058,1076.773673,504.706581,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1043.103532,495.432677,1044.243184,497.599308,1038.258552,494.410874,1055.172140,488.978953,1073.368695,504.052388,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1041.578158,495.110705,1042.453788,496.996926,1036.376797,493.748060,1052.899391,488.978953,1070.962168,503.909369,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1039.300003,494.447820,1040.361958,495.912637,1033.636699,492.359307,1050.400269,488.625310,1068.611150,503.660241,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1037.061467,493.273568,1038.068506,495.189778,1031.903504,492.138369,1047.987227,488.544833,1066.593009,503.155526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1034.803122,492.610684,1035.649040,494.129584,1029.658603,491.333524,1045.357423,488.954213,1064.304729,502.594987,1067.686520,485.230593,NaN,NaN,NaN,NaN,NaN,NaN
1032.624016,491.872041,1033.532008,493.382629,1027.485804,489.999343,1040.980277,489.097283,1061.748988,502.034448,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1030.306241,490.640970,1031.767814,492.539294,1025.123523,489.143646,1036.865011,490.206078,1059.520144,501.586016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1028.047896,489.542476,1029.474362,491.599577,1023.494870,488.764895,1032.637511,492.101759,1056.994121,501.053504,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1025.967841,488.803833,1027.357329,490.539383,1020.619050,487.670726,1027.160839,492.718409,1054.055973,500.247181,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1023.428646,487.855126,1024.837053,489.503285,1018.696946,486.604613,1022.930871,491.442006,1052.328407,499.960453,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1021.579708,486.609324,1022.820831,487.696137,1017.097638,485.271971,1019.319015,489.919937,1050.304911,499.051364,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1019.642726,485.296181,1021.207854,486.443181,1015.483658,484.275996,1015.942930,489.242332,1048.000118,498.638903,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1017.559165,484.074735,1019.292444,485.286606,1013.502863,483.181827,1011.945615,488.388534,1046.246883,497.398797,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1015.790445,483.027214,1017.654264,484.105936,1011.358384,481.470395,1009.081501,487.773290,1044.806726,496.099638,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1014.146945,481.785153,1015.908712,482.914284,1009.584635,480.273356,1005.348785,487.029812,1042.709105,495.361480,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1012.221702,480.498199,1013.623661,481.429299,1007.576126,479.138662,1002.393718,485.691552,1040.235792,494.593795,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1010.320111,479.305223,1011.338610,480.229888,1005.306772,477.879276,1000.682890,484.725031,1039.265251,493.973742,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1008.427912,478.471640,1010.278227,479.787248,1003.819954,477.118657,998.194412,482.717641,1038.261275,493.405829,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1006.480060,477.655793,1008.202265,478.602116,1001.397529,476.074799,997.961118,481.528077,1037.528327,493.212281,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1004.624963,476.591645,1006.036694,478.359378,999.589001,475.498446,999.905241,479.818078,1036.736743,492.797535,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1003.326395,475.970892,1004.020473,477.602607,997.757288,474.057565,1000.371830,475.654603,1033.804950,491.332100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1002.027826,475.580704,1001.929576,477.288476,995.716897,474.013230,999.672676,473.047554,1032.690869,490.640857,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
999.903332,475.294577,999.510111,476.545983,994.001115,473.459045,999.069780,470.247880,1031.371562,489.203072,NaN,NaN,1038.200863,480.090031,NaN,NaN,NaN,NaN
997.220999,474.832133,997.808045,476.057295,991.589745,472.749688,998.553013,466.213056,1029.847029,483.286031,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
994.802501,474.096425,995.020184,476.209601,989.073080,472.291094,998.208501,463.331039,1027.853410,482.097093,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
991.834346,473.676021,991.953536,476.209601,986.196840,472.291094,997.961118,461.305482,1026.299560,481.157003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
989.108040,473.528879,990.148063,476.374599,983.870200,472.466243,996.483584,459.669831,1025.889109,480.963455,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
986.711529,473.970304,987.492957,476.501521,980.590920,472.466243,993.139692,458.703310,1024.012762,480.465760,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
983.633442,473.886223,984.240451,476.501521,977.696360,472.518788,992.750868,458.405919,1021.755281,479.498020,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
980.918281,474.050428,981.477829,476.556910,974.801799,472.536303,990.029096,458.405919,1019.409847,478.474980,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
978.299464,474.050428,978.238599,476.573833,971.837974,472.308238,988.318267,457.662441,1017.357592,477.756087,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
974.977084,473.545943,975.441887,476.556910,968.155520,471.791659,985.596495,457.662441,1013.898076,476.539500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
971.381097,473.471205,972.503569,476.556910,965.571722,471.521799,982.874723,457.662441,1012.636228,475.271837,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
968.703649,473.471205,969.866164,476.556910,961.989144,471.708625,980.852835,457.662441,1010.620892,474.638283,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
966.084832,474.050428,966.960493,476.688300,959.427058,471.957727,978.208828,458.108528,1007.702130,474.332429,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
963.414536,473.615045,964.002507,476.703342,957.320936,472.331380,976.809059,459.372440,1004.690708,474.048422,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
960.511494,473.260729,961.673881,476.628129,954.194322,472.331380,974.398347,460.710700,1002.165747,473.655182,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
957.454036,473.408361,958.558556,476.628129,951.263122,472.435173,972.454224,461.008091,999.339643,472.672080,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
954.365695,473.408361,955.757910,476.206937,948.093083,472.186071,969.265862,461.974612,996.698858,472.300687,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
951.647954,472.758781,953.004466,475.966256,944.966470,472.040761,966.621855,461.751569,993.826425,472.060373,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
948.559613,472.463518,950.172353,475.891043,942.534926,471.673298,963.511258,462.643742,990.768673,472.672080,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
946.181589,472.374939,947.340239,475.680446,939.601313,471.230450,961.178310,462.643742,986.877100,473.203303,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
943.957984,471.961570,944.942590,475.211013,936.993657,471.230450,958.456538,462.643742,985.037644,472.970272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
941.209360,472.109202,942.406508,474.798982,935.020760,470.935218,954.412762,462.346351,982.731461,471.908685,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
938.151901,471.341517,939.422882,474.418646,932.344482,470.541575,952.390874,462.272003,979.382005,471.908685,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
935.588578,470.928148,936.737619,474.307715,929.697159,470.183168,949.669102,461.751569,977.844550,471.753330,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
932.716420,470.928148,934.284415,474.466188,927.798603,469.723919,946.129017,461.407705,974.659822,471.468514,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
930.153097,469.894726,931.532849,473.578738,925.190947,469.417752,944.147451,461.231473,971.502547,471.623868,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
927.649352,469.743041,929.112797,473.087470,922.491795,468.761681,940.921647,460.614662,968.400182,471.831007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
925.123775,469.060654,926.013141,472.200020,920.090007,468.346169,938.663584,461.231473,965.846909,471.934577,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
922.708005,468.561987,923.029516,471.566127,917.459477,467.427670,935.806444,460.834952,963.815271,471.520299,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
920.100072,467.643390,920.156328,470.924665,914.783198,466.552908,933.640547,460.614662,962.030725,471.442622,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
917.577686,466.789189,917.405990,470.436333,912.289913,466.268611,930.230411,460.394373,958.763633,471.339052,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
915.255425,466.139619,915.402172,469.422104,909.360964,464.772646,927.373270,460.218141,956.155450,471.442622,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
912.450044,465.392461,912.651834,468.464221,906.948163,463.709973,924.101383,460.218141,953.959085,471.390837,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
910.185701,464.549513,910.431918,467.449992,904.833572,463.036083,921.520740,460.218141,951.515630,471.287267,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
908.081665,463.534144,907.681580,466.323070,901.987009,462.025247,918.525350,460.218141,949.731083,470.743528,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
905.536784,462.595407,905.684032,464.837217,899.980859,460.858898,915.483878,459.865677,946.765991,470.484604,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
903.272441,461.465090,903.920323,463.167704,898.327141,459.511118,912.073742,459.469156,944.240172,469.578371,941.543105,460.217339,NaN,NaN,NaN,NaN,NaN,NaN
901.410377,459.781379,902.313777,461.564971,896.077000,458.292932,908.258056,459.035931,942.894040,468.585459,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
899.085919,458.657449,900.410368,460.479788,893.447317,456.815557,905.370193,460.269553,940.811561,467.634154,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
896.520999,457.124816,898.402184,458.660019,891.739379,455.908397,902.113667,460.563273,938.664004,466.560100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
894.543874,455.668815,896.289226,457.190847,889.787449,454.871642,896.153610,460.563273,936.451370,465.516733,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
893.101106,454.289446,894.011642,455.741107,887.618639,453.549780,892.958528,460.563273,934.173659,464.688177,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
891.257570,453.191060,891.473763,454.093855,884.880516,451.502191,887.920129,459.740858,931.245173,463.552748,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
888.345318,451.070918,889.052302,452.446602,882.229807,450.371157,884.417827,458.213516,929.260310,462.754879,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
886.023847,450.118300,885.792642,451.355853,880.832129,449.426559,881.161287,457.195652,927.926222,461.496702,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
883.453912,449.173298,883.441030,450.131544,878.952493,448.942740,880.655346,455.771135,925.811204,460.606771,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
881.200278,448.228295,881.854229,449.826675,877.554815,447.859908,881.471967,453.721700,924.346961,459.409968,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
879.618780,447.472293,879.434045,449.388922,875.675179,447.330011,881.471967,452.355411,922.752563,458.520037,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
877.246533,447.207693,878.496496,449.472304,872.952117,447.053543,882.798976,446.499884,921.028010,456.893612,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
874.953361,447.207693,876.381561,449.534840,872.180985,446.846192,882.451623,441.765218,923.081886,454.849702,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
874.083537,446.527291,873.895966,449.534840,869.554314,446.039828,882.267291,438.123095,920.716602,454.025313,NaN,NaN,906.659545,452.930210,NaN,NaN,NaN,NaN
870.960078,446.224890,870.494626,449.534840,865.457672,445.625126,881.161301,433.776045,917.888544,452.667497,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
867.915695,446.376091,867.921818,449.826675,862.300848,445.924633,878.675856,432.100926,915.034776,451.649134,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
864.752699,446.678491,864.869333,449.743294,858.927143,445.440814,874.986188,430.476403,912.412395,451.042966,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
861.510628,446.376091,862.841611,450.014284,855.963102,446.039828,868.869108,430.476403,908.488271,451.073026,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
859.059306,446.149290,859.440271,449.388922,853.746095,446.201101,864.645410,429.873009,906.574262,450.936792,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
855.975385,446.678491,855.917340,449.720982,850.155509,446.247179,862.023804,429.687349,903.035151,451.311436,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
851.942565,446.678491,852.932688,449.795099,846.444433,446.638841,858.916715,429.501689,900.326648,450.834617,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
848.344657,446.678491,850.316273,449.795099,842.906912,446.138384,856.537851,430.058668,895.848590,449.983154,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
845.418886,446.527291,847.099051,450.202742,839.522497,446.507008,855.081403,430.847723,891.840006,449.233867,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
842.137278,446.867492,843.610497,450.276859,836.737851,446.752757,853.275722,430.063556,888.373122,448.212112,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
839.171969,446.867492,840.645226,450.202742,833.653321,446.855153,849.521323,429.939783,883.967291,447.190357,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
835.813771,446.900732,837.428004,450.369505,830.076122,447.018986,846.112157,429.362174,881.186561,446.270778,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
832.463339,447.169533,834.210782,450.443622,827.077273,447.018986,843.263992,429.692236,877.864131,445.793959,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
829.066047,447.012733,831.071084,450.276859,824.078424,447.469526,841.192600,430.806195,875.119515,445.078730,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
826.277924,446.900732,827.931386,450.276859,820.908212,447.223777,838.171819,432.250216,872.844372,444.874379,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
822.927492,447.012733,825.007594,450.197350,818.282919,446.726367,834.978423,433.157886,870.388663,444.601911,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
819.327003,446.330588,821.378349,450.021666,813.656123,446.162055,832.346029,434.189329,865.910605,444.567853,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
815.390830,445.583920,818.392262,449.736179,810.324069,445.852593,829.627326,434.560649,862.154814,444.261326,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
812.516800,445.195652,815.245385,449.736179,807.296659,445.925407,826.606546,434.931968,857.604529,444.159151,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
809.486571,445.195652,812.971365,449.428731,805.068943,445.670556,823.413149,435.303288,854.390439,444.397560,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
807.049893,445.076185,809.456970,448.967559,801.889211,445.361094,820.823909,435.839638,851.609709,443.784507,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
804.284153,444.851178,806.539793,448.352663,798.804680,444.596541,817.026356,435.839638,849.659587,443.920741,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
801.729458,444.479503,803.415886,447.715807,796.097100,444.215172,814.350808,435.839638,847.348331,443.852624,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
798.952617,444.001635,800.314949,447.430320,793.501976,443.762104,811.652644,435.430824,843.520314,443.920741,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
795.648176,443.550316,797.259952,446.573858,790.951985,443.373759,807.318064,435.430824,839.728410,444.567853,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
792.871334,442.992803,794.848113,446.002884,788.086065,442.316600,804.479489,435.430824,837.198160,444.450031,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
790.066724,442.514935,792.045785,444.838974,784.610856,441.496761,801.410760,435.577518,835.058109,443.642719,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
787.334684,441.585948,788.416540,444.531526,782.151129,440.806371,797.613207,435.284130,831.748162,442.996869,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
783.692565,440.558106,785.649693,444.009642,779.396393,439.722598,794.391041,434.990741,828.381147,443.265973,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
781.322994,440.033697,782.913722,443.482588,776.068097,438.608883,791.015439,434.660679,826.554970,442.781585,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
778.317149,439.215619,780.136916,442.565125,773.548101,437.949745,788.023428,434.954068,823.473295,442.485571,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
775.530708,438.397541,778.074730,441.530538,770.457540,436.745114,785.031417,434.513985,821.333244,442.404839,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
773.446363,437.243840,775.849201,440.281227,768.056412,435.472296,783.497083,436.907771,818.993454,441.947362,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
771.230375,435.607684,773.439914,438.914792,765.536416,434.654056,781.799522,438.418470,816.082984,441.624437,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
768.729161,434.516913,770.642690,437.548357,764.585474,433.972190,777.253257,438.809654,813.286649,441.113139,809.722688,434.901655,NaN,NaN,NaN,NaN,NaN,NaN
766.798399,433.593952,768.233403,436.260004,761.090763,432.290252,773.298005,438.983514,810.832723,440.601841,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
763.178220,431.789985,763.278575,433.080894,756.217186,429.585514,769.933769,438.592330,808.527240,439.709571,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
758.189975,430.119976,759.984521,430.998707,753.911152,428.767274,766.342219,437.983820,806.453063,439.284320,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
756.629764,429.349289,757.452727,429.879532,751.115953,427.337139,760.468298,436.512635,804.378887,438.306242,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
755.043548,428.255410,755.356511,428.265838,749.425390,426.232684,754.972368,434.658131,801.357803,437.795941,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
753.431330,427.285836,752.498034,426.938444,747.565770,425.101290,753.032628,432.958169,793.827639,440.772698,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
751.273037,426.092513,749.372121,425.702123,745.734327,424.050710,753.557974,432.417272,791.618190,439.581995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
749.010730,424.998635,747.274897,425.054331,743.508419,422.622999,751.214122,431.335478,788.416743,437.753416,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
746.852438,424.004199,746.274682,424.900095,742.240496,422.272806,749.678494,427.896918,786.026931,436.605238,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
745.214215,423.034625,744.177457,424.128915,740.662637,421.464668,748.425746,426.196956,783.366573,435.499585,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
741.729743,422.040190,742.628738,423.820443,736.717990,420.467964,747.496287,424.690172,780.841488,434.223832,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
738.667224,421.630696,740.079803,423.697054,733.393215,420.629592,743.818863,419.435744,778.136040,432.863028,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
736.124657,421.409710,736.982364,423.974679,731.082779,420.467964,742.242824,413.872232,776.242227,431.672325,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
733.813233,421.011936,734.562490,423.697054,727.983413,420.602654,741.838712,411.167747,774.213141,430.949398,NaN,NaN,774.727344,427.165823,NaN,NaN,NaN,NaN
731.062638,421.166626,731.497316,423.974679,725.644800,420.467964,740.990076,409.004159,772.725144,430.396572,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
728.034671,421.144528,729.238766,423.974679,723.249191,420.338717,738.194043,407.003769,771.462602,429.461020,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
725.122276,421.144528,725.947737,424.375693,719.191839,420.769725,736.936608,405.872508,770.560786,428.397892,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
721.377769,421.409710,723.011623,424.375693,715.885849,420.578166,734.446078,406.467781,767.900429,428.057691,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
718.534716,421.630696,719.623798,424.622471,711.853542,420.554221,732.578180,407.108844,766.820447,421.306901,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
714.096781,421.453908,716.320139,425.429428,709.449186,421.176787,730.231334,407.658326,763.821171,420.422959,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
710.556359,421.482573,713.165339,425.210070,706.694194,421.272566,726.687118,408.436760,761.196804,419.627410,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
708.460668,421.600432,709.637700,425.210070,702.186025,421.392290,722.520269,408.253599,758.759892,419.362228,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
704.577474,421.865615,706.511581,425.593947,697.700911,421.090661,718.066051,407.475166,755.666888,419.185439,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
700.694281,422.219192,703.500182,425.566527,694.561890,420.867176,713.468149,407.017263,751.917793,418.566679,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
697.458287,422.130798,700.345383,425.648786,692.491472,421.154514,711.169198,407.246214,749.105971,418.213103,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
694.900310,422.395980,696.616983,425.648786,689.719783,421.569558,707.337613,407.795697,745.724334,418.054467,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
692.311514,422.513839,693.978424,425.347169,686.814519,421.601484,704.463924,408.619921,740.939227,418.103520,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
688.725010,422.722539,690.191095,425.530351,683.842467,421.569558,700.919707,409.077823,738.078565,417.612994,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
685.711597,423.063020,687.313182,425.335366,679.033753,421.218367,697.088122,409.077823,735.738023,417.416784,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
682.479027,422.827302,684.231322,425.227041,676.128489,421.154514,693.735485,409.398355,733.137421,417.514889,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
678.999905,422.617775,680.741569,425.335366,672.354985,420.899103,689.808110,409.673096,729.704626,417.612994,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
675.383810,422.460630,677.387780,425.227041,669.850447,421.154514,686.455473,409.398355,726.375856,417.907309,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
672.753922,422.146339,675.031063,424.923731,667.116439,420.871649,683.533889,409.398355,723.723241,417.956362,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
669.658325,422.355866,671.835900,424.685417,663.762213,420.758133,680.324937,409.260984,719.926363,417.612994,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
667.001043,422.251103,668.482111,424.317112,661.268806,420.758133,677.480042,409.485946,716.857652,418.054467,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
663.657528,421.400432,665.785483,424.078797,658.983183,420.360826,674.499920,409.485946,713.528882,417.907309,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
659.671480,420.783430,662.998213,424.078797,655.599274,420.133794,671.136639,409.363839,710.980292,417.760152,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
656.482641,420.420488,659.848371,423.818818,652.868400,419.367559,668.156518,409.201029,708.483714,417.514889,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
653.711389,420.275311,656.585225,424.013802,650.642144,419.027010,664.963530,408.997517,705.102931,417.711099,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
651.699384,420.130134,653.322014,423.656862,647.406651,418.686461,661.813115,408.794005,702.450317,418.299730,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
648.852206,419.658309,650.609440,423.194676,643.981553,417.782667,659.216152,408.468386,699.121547,418.299730,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
645.853180,419.222779,647.144866,422.835198,640.841708,417.000666,655.852872,408.468386,696.728993,418.299730,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
