Sparse format camera coordinates file
2189	4	68
248	1	179.133375
266	1	176.689169
295	1	176.960748
313	1	182.635161
339	1	187.704625
356	1	188.790938
383	1	188.157255
400	1	186.527785
425	1	187.523572
443	1	203.999330
467	1	225.363498
484	1	243.528888
516	1	274.106606
535	1	285.050211
567	1	308.305370
586	1	327.364564
611	1	391.197863
248	2	605.406944
266	2	605.406944
295	2	607.375742
313	2	600.062404
339	2	597.156083
356	2	598.749872
383	2	605.875046
400	2	604.562514
425	2	608.968871
443	2	605.031275
467	2	603.062477
484	2	596.500354
516	2	587.416799
535	2	566.832963
567	2	556.916054
586	2	545.160376
611	2	548.495193
248	3	190.947036
266	3	185.243890
295	3	186.737571
313	3	189.696200
339	3	199.744601
356	3	197.209869
383	3	201.193019
400	3	195.308820
425	3	201.102493
443	3	212.418261
467	3	239.213998
484	3	254.633428
516	3	289.717336
535	3	293.096978
567	3	321.823940
586	3	344.721741
611	3	410.752061
248	4	613.704021
266	4	597.953637
295	4	613.704021
313	4	593.218487
339	4	606.812569
356	4	592.562221
383	4	614.687761
400	4	596.124808
425	4	620.125394
443	4	596.499817
467	4	612.343954
484	4	588.916836
516	4	593.000269
535	4	555.916030
567	4	567.749652
586	4	532.221788
611	4	563.478641
